Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
183,28.4,2207,474,3023,198,9.31,33.7,583,101,269
178,43.3,87.4,509,302,922,15.1,8.82,48.7,557,308
362,67.3,533,246,379,259,19.6,31.3,65.5,129,138
500,78.4,184,533,264,191,4.33,5.88,44.1,112,337
106,18.8,193,269,250,375,18.6,6.26,42.9,229,202
331,50.5,799,217,403,186,38.2,21.1,61.5,104,124
710,119,692,231,2864,414,1,7.91,487,225,142
673,101,147,528,186,279,12.4,20.7,35.5,170,311
567,91.4,89,2148,172,119,1.65,25.9,27.6,75.7,1395
225,44.1,59.4,2350,626,375,1,9.65,93.1,239,1611
264,50.9,1322,349,3398,437,3.31,18.1,679,239,209
297,55.2,163,248,355,610,13.5,95.6,56.2,313,150
382,64.4,343,698,784,1860,1.53,17.5,118,1084,433
433,71.7,496,1346,1230,583,6.67,8.66,217,382,704
362,53.8,135,621,343,991,28.1,5.33,59.9,453,359
610,104,107,264,294,1124,6.26,27.9,46.6,588,165
271,53.8,346,355,418,163,12.2,1,75.7,96.5,219
710,78.4,141,308,305,305,3.75,89,49.1,160,198
567,69.2,806,15.3,2714,396,9.65,17.8,491,205,21.1
181,34.6,255,470,599,229,4.37,2.92,107,147,308
882,160,2227,209,4105,1540,10.3,55.2,799,965,122
319,42.9,229,1114,1655,349,10.5,9.47,286,188,638
113,27.9,167,372,302,257,5.73,2.69,49.6,149,223
108,11.5,179,965,379,328,7.23,4.1,55.2,183,519
229,41.4,262,322,1827,552,4.7,16,349,281,215
500,81.3,155,340,615,1230,6.85,16,109,610,173
200,41.8,764,692,2393,717,11.9,14.3,441,410,389
198,27.6,588,615,3051,257,5.42,7.04,557,183,352
271,45.7,1009,362,3718,209,7.64,16.5,730,110,259
661,111,626,362,1640,730,11.8,14.6,302,410,223
219,38.5,165,594,487,337,12,14.7,79.1,195,349
205,50.5,106,308,478,445,18.3,11.9,67.3,150,179
267,33.1,991,562,2267,271,4.41,3.89,403,147,352
723,96.5,29.4,599,127,791,5.33,4.18,22.5,433,352
111,16.1,334,547,519,250,10.3,8.51,92.2,160,325
528,103,267,5829,578,209,1.01,10,94.7,125,3820
175,28.1,202,496,851,389,1.11,6.73,154,255,286
292,57.3,1263,723,2110,414,11.7,15,385,248,429
64.9,12,237,246,764,655,6.61,153,131,340,158
820,126,193,267,649,692,16,40,106,385,223
445,69.2,1037,239,3854,500,1.01,10.6,784,271,154
225,34,1084,667,2393,791,20.7,3.02,483,433,429
483,76.4,97.3,552,331,248,2.29,3.05,50,149,400
466,80.6,372,215,1055,151,4.14,22.3,170,75.7,141
474,75.7,250,757,414,491,15.3,12.3,69.8,259,483
583,104,1472,257,1322,178,8.2,11.4,211,89,158
362,62.1,235,533,799,567,9.06,9.39,135,302,355
259,39.6,241,2666,325,514,15.8,7.17,47,300,1811
615,103,1000,262,2666,121,8.82,36.2,474,71.7,191
85.8,9.73,113,379,542,365,8.06,1.55,91.4,211,239
219,46.1,241,478,843,1124,55.7,10.3,155,673,281
196,42.2,898,505,1027,750,6.49,7.3,195,392,316
528,66.7,160,685,973,1433,16.5,4.18,158,843,389
806,142,257,514,737,334,5.88,10.2,112,176,297
396,62.6,135,1499,205,523,4.29,30,32.5,322,956
1219,202,92.2,1433,281,433,3.52,83.5,54.2,241,1037
223,38.2,965,644,5674,1027,16.7,1.08,1104,567,375
82.8,8.66,248,478,638,188,2.33,12.5,104,106,294
262,38.2,77.7,334,161,407,10.7,8.28,34.9,225,207
300,39.2,368,632,1794,573,16.4,5.28,308,340,433
188,29.4,866,505,730,692,6.32,8.35,132,365,311
655,105,99.1,491,349,325,5,11.4,56.7,179,302
567,80.6,276,2525,487,588,14.5,10.5,76.4,302,1762
621,89,67.3,110,141,1114,26.2,6.15,34.9,599,77
835,124,143,313,181,316,10.1,15.3,34.3,160,209
253,45.7,389,389,583,248,3.59,12.2,106,119,198
130,19.3,191,385,1322,9058,308,5.05,259,6208,219
331,63.8,81.3,445,292,1186,10.6,21.7,51.4,673,297
418,71,145,276,264,292,12.3,4.14,47.4,167,158
523,77.7,1000,698,2247,325,1.09,5.67,410,204,422
679,112,1298,163,2329,102,4.7,17,422,46.6,118
355,58.8,54.2,372,211,2738,59.9,8.35,40,1596,215
106,16.4,355,843,906,108,5.19,1,138,67.9,538
547,82,170,349,343,806,10.5,3.16,49.1,457,225
514,103,982,325,2642,1155,11.3,16.3,509,667,202
777,133,1094,982,50.9,389,22.3,13.6,33.7,223,661
289,46.6,229,385,1219,91.4,54.2,3.46,202,35.5,244
1346,198,1334,523,3249,1075,10.6,11.5,655,599,400
325,59.9,239,1582,433,1526,33.4,12.9,70.4,914,1155
319,49.6,44.1,533,403,441,2.76,9.31,62.1,267,311
813,108,181,359,573,33.7,19.5,22.5,106,9.31,269
523,66.7,186,578,757,248,1.51,26.7,147,124,322
219,46.6,1811,583,3995,704,12.2,103,828,407,346
496,64.9,956,239,3134,2350,50.5,17.5,583,1526,172
599,105,300,346,343,331,17.9,13.1,51.9,183,231
433,59.9,150,1219,528,322,6.61,15.7,94.7,181,737
302,47.8,723,578,667,418,4.87,1.45,120,244,334
149,29.4,418,615,32.8,346,1.14,1.93,18.1,215,396
235,38.5,1911,294,4870,325,6.92,13.3,939,179,205
392,63.8,632,632,737,385,10.8,14.6,125,196,418
189,31.6,46.6,426,248,233,13.2,9.65,41.4,135,281
655,127,264,396,505,2035,66.7,12.3,88.2,1208,264
337,47.4,129,1286,102,1420,26.9,42.9,22.5,730,835
583,88.2,542,1176,882,1114,12,10.5,165,604,806
389,71.7,1433,225,2393,638,47.8,13.1,449,82.8,132
189,21.1,1219,922,2642,874,26.9,2.48,478,533,583
466,67.9,167,209,737,533,5.23,10,121,316,165
142,27.4,146,248,730,704,8.51,4.49,117,375,160
410,66.1,991,209,1731,196,9.65,9.14,281,106,123
300,42.2,392,1526,1144,638,6.15,17.2,175,313,1046
914,120,1512,632,63.8,239,6.44,52.3,19.1,135,457
644,77,264,1625,874,542,18.3,4.1,135,311,1046
231,44.5,276,239,1625,573,3.89,1.57,250,289,161
426,68.5,105,138,528,225,6.21,7.77,88.2,151,94.7
343,57.8,133,1219,466,407,6.38,7.64,96.5,237,667
621,102,167,229,509,213,42.2,14.6,75,101,157
69.2,14.2,328,965,1027,906,1.79,5.38,149,491,567
858,121,1018,372,947,1778,25.9,12.1,143,820,231
255,38.2,478,319,514,375,5.14,12.6,91.4,195,244
478,82.8,207,372,372,523,5.99,10.9,69.2,294,246
98.2,12.1,286,820,433,340,7.77,9.82,71,239,441
124,30.8,433,457,692,441,21.5,11.4,100,284,294
385,59.4,1075,164,2690,407,12.2,10,487,233,102
991,161,965,250,43.7,567,10.5,7.91,10.4,300,165
626,113,496,931,2017,478,14.6,15.8,396,276,692
483,67.9,1395,982,343,205,8.2,5.47,59.9,112,638
557,105,191,368,198,150,4.53,4.29,37.2,96.5,235
200,41,255,429,770,453,8.2,6.92,130,244,248
523,89.8,723,621,1000,547,15.3,11.3,186,129,331
137,25,127,1472,588,114,13.6,8.66,86.6,77,973
500,73,262,491,538,661,22.7,14.3,79.1,165,313
257,38.9,274,1000,385,271,2.07,11.5,52.3,149,578
264,42.9,284,1298,429,667,5.38,7.91,78.4,385,750
349,58.3,813,259,154,461,1,37.9,32.5,250,133
583,96.5,138,632,679,2890,93.1,8.13,118,1860,368
777,99.1,882,422,64.4,437,21.9,3.13,26.2,305,227
723,106,175,737,325,305,5.52,3.43,61,217,474
123,17.9,110,294,250,1860,95.6,14.3,43.7,1124,200
604,83.5,56.7,1526,130,316,7.5,34.3,25,153,1104
437,64.9,184,132,557,757,24.8,8.9,105,474,93.1
198,42.9,262,346,286,528,6.21,18.8,46.6,305,250
496,76.4,274,1843,1946,922,12,5,313,491,1252
533,87.4,84.3,483,53.8,241,3.72,8.66,11.3,135,262
200,27.9,286,914,1165,1370,11,9.73,209,723,547
470,91.4,129,337,274,196,8.28,23.5,45.3,89.8,202
437,72.3,80.6,1433,325,200,3.31,10.7,55.2,90.6,931
97.3,17.8,2247,939,7499,491,12.5,13.1,1611,269,557
308,55.7,146,241,284,562,4.03,9.06,52.8,316,175
286,56.2,1009,523,1124,121,2.67,5.99,205,64.9,379
375,58.8,2035,1611,6378,1252,17.2,9.91,1155,685,1114
89.8,24.8,233,392,698,1568,36.5,10.2,130,922,257
403,75,202,235,375,1009,6.61,11,71,552,133
284,43.3,168,150,292,316,8.9,4.37,50.5,215,96.5
267,50.5,151,2788,286,931,19.3,5.73,52.3,523,1843
250,47,34.9,1252,188,991,14.9,1,34.9,519,723
202,28.9,382,186,487,717,11.9,14.3,86.6,396,127
1055,157,300,183,533,264,4.03,33.4,90.6,145,105
184,23.7,757,340,2480,193,1.95,7.77,400,115,198
385,69.8,111,313,108,1346,15.5,8.58,27.4,730,196
20.5,5.57,87.4,562,262,331,8.58,79.9,44.1,200,346
325,42.2,244,289,542,478,10.3,7.7,95.6,284,184
244,45.7,286,519,621,483,7.7,11.4,120,325,202
141,23.5,108,126,478,496,20.4,7.1,73,300,99.1
150,28.4,146,403,956,698,21.5,16.1,184,433,271
429,54.7,139,173,906,311,7.04,4,154,176,117
179,41.4,2436,114,2129,730,6.44,12.6,403,400,57.8
205,37.5,160,355,547,1433,29.7,15.7,96.5,717,235
160,32.8,80.6,1009,340,1472,80.6,6.67,59.4,828,644
123,22.9,2864,632,1018,791,13.9,18.4,204,491,368
271,38.5,124,461,279,142,71.7,8.2,47,50.5,313
145,20.2,103,286,311,3491,53.8,2.97,54.2,2110,186
375,60.4,1843,286,1219,478,7.99,6.92,223,267,200
655,89.8,217,519,305,328,2.69,7.99,59.4,178,325
316,41,237,1124,1230,167,10.2,5.94,189,93.9,743
103,21.9,158,250,692,257,8.98,8.58,109,131,127
311,61,75.7,167,215,470,9.06,3.05,42.9,284,108
505,84.3,111,2480,189,704,8.2,14.9,36.5,365,1715
557,99.1,178,528,538,284,4.26,20.2,83.5,155,334
340,61,191,205,509,284,10.1,16.8,85.1,168,126
300,42.6,253,255,939,90.6,5.14,2.48,158,54.2,138
211,39.2,173,632,496,355,4.53,8.66,75.7,183,445
349,63.8,982,1310,1407,632,4.37,69.8,241,389,851
22.5,8.28,111,205,429,211,9.91,58.3,57.3,93.1,121
717,111,237,3398,1055,567,12.4,9.06,151,328,2329
231,30.5,297,308,750,496,7.3,13.9,135,267,217
141,20.7,241,215,257,325,5.73,1.7,39.6,184,147
319,59.9,396,328,352,649,5.83,20.7,56.2,359,189
322,51.9,74.3,248,257,991,17.6,12.6,38.5,547,168
542,95.6,262,514,698,418,16.4,14.2,93.1,250,311
770,123,117,3220,241,179,1,35.5,35.5,104,2017
160,36.2,69.8,667,313,1794,38.2,23.7,50.9,1055,449
289,40,1310,355,4958,1655,40,10.1,1065,799,257
142,24.8,1165,300,3854,1472,31.6,6.61,777,743,161
533,97.3,227,604,457,632,11.5,11,81.3,331,379
519,79.1,667,45.3,92.2,1144,22.1,19.5,45.3,644,41
392,56.2,281,362,1219,253,2.27,6.67,198,138,227
400,69.8,621,311,437,343,7.37,13.6,93.9,196,237
698,106,322,2227,799,1407,15.3,28.1,139,743,1486
313,42.6,77,104,281,186,9.22,7.17,49.1,101,79.9
610,80.6,392,1219,1134,337,1.01,2.76,186,183,806
914,141,1685,286,698,1046,11.1,7.91,118,562,153
193,57.8,221,328,1084,1526,23.3,2.21,170,799,195
385,62.1,127,400,300,215,6.85,7.04,49.6,119,244
75,19.1,46.1,1685,146,286,9.65,6.1,25.7,158,1114
474,82,1176,764,3555,3619,91.4,23.7,679,2267,538
403,61.5,661,99.1,163,58.3,4.33,1,31.3,35.9,31.1
195,32.2,137,730,396,284,1,46.1,77,142,496
375,60.4,80.6,429,207,723,10.2,11.7,28.9,379,279
82.8,19.5,2148,2187,866,483,10.6,7.57,164,281,1526
118,23.7,337,1263,737,457,17.3,3.22,97.3,219,828
129,19.1,770,368,253,202,10.4,4.29,45.7,124,259
334,44.1,255,743,547,142,6.26,6.44,85.8,84.3,470
168,33.7,1486,1747,2503,461,18.6,7.91,487,233,1197
139,29.7,931,331,355,453,5.47,1.7,58.8,241,221
289,47,241,137,478,322,14.1,1,82.8,176,93.1
225,36.5,269,491,76.4,2329,57.3,6.44,11.2,1459,305
594,101,200,372,400,289,8.06,11.7,62.6,161,231
221,38.2,750,433,26.4,274,1.42,13.6,4.96,150,281
244,43.7,947,106,3220,813,2.89,14.1,599,422,81.3
914,146,163,365,231,1322,25,3.22,43.3,692,231
221,37.2,316,478,973,225,13.8,114,158,125,279
698,97.3,1186,519,1778,2207,213,9.47,305,1286,271
178,25,770,308,1486,2690,61,8.51,286,1670,200
319,54.7,2110,165,5048,710,25.9,1.68,1000,426,98.2
297,54.7,379,437,474,102,44.9,8.2,85.8,27.6,233
349,54.2,777,207,1526,276,1,13.6,281,141,138
1219,191,71,509,375,491,26.4,43.3,63.2,81.3,302
48.3,15.7,229,255,453,313,1,36.5,72.3,178,143
368,55.2,1263,365,866,806,20.7,5.94,149,372,237
764,103,253,223,1263,1382,14.7,10.6,191,692,131
281,47.8,145,519,385,799,22.3,6.49,61,478,372
866,141,94.7,890,147,410,10.6,85.1,24.4,250,523
429,79.1,124,542,118,478,20,3.46,21.5,262,325
407,53.3,372,791,1286,410,10,13.2,253,302,474
519,85.8,319,262,233,372,17.6,15.4,61.5,207,151
500,71.7,135,389,509,491,6.55,6.04,88.2,281,250
165,24.6,176,673,316,1420,3.72,2.39,53.3,777,418
178,37.9,379,170,1370,567,11.1,5.14,246,346,115
441,77,365,1104,898,365,1.24,5.94,137,211,743
213,42.2,743,362,806,1075,59.9,13,142,410,259
588,83.5,121,757,269,300,6.15,1.57,40.7,151,496
223,38.2,207,213,193,178,4.45,4.87,36.8,96.5,132
389,54.2,196,441,131,914,15.8,4.41,22.9,478,308
7.1,1,343,445,305,1310,16.7,12.4,52.3,673,259
538,79.9,77,638,340,1554,24.1,13.8,56.7,799,385
355,67.3,519,514,433,547,22.1,6.85,75,308,297
382,69.8,1395,547,922,237,1.01,14.5,188,158,349
379,66.7,175,453,389,777,11.3,9.65,69.2,466,271
557,85.8,253,271,491,661,31.9,24.8,86.6,352,172
325,47,41.8,1197,297,770,15,4.61,47,449,710
121,17.8,135,483,204,389,9.65,7.3,32.5,231,281
61,10.5,248,509,1219,445,6.38,7.17,186,231,337
284,33.7,1065,542,567,382,2.05,11.5,95.6,250,392
583,85.8,50.5,362,85.1,248,5.88,26.7,17.2,142,231
730,122,120,1018,198,1298,16.8,17.9,33.4,743,626
276,47.8,362,1208,352,519,19.1,8.98,61.5,311,730
400,61.5,113,375,820,368,4.29,21.1,126,186,276
500,77,349,914,1911,223,7.84,10.2,311,138,523
835,117,1275,496,1981,866,10.8,17.9,355,441,331
107,19.6,340,319,813,737,1.01,1.58,142,349,191
143,25.9,205,1526,698,1186,20.7,5.57,111,685,1000
1499,219,129,1018,621,799,11.2,18.6,101,474,599
514,71,120,155,281,202,1.37,5.47,53.8,104,103
79.1,15.4,94.7,422,160,898,11.5,1.36,28.1,478,305
331,45.7,196,396,355,414,9.39,2.86,67.3,215,276
276,45.3,1084,828,64.9,2595,294,12.2,13,1512,557
445,75,172,200,325,931,5.73,13.2,47.8,483,105
305,41.4,207,461,843,661,4.57,9.91,111,349,292
610,98.2,142,244,349,400,5.19,20.4,54.2,233,130
204,34.9,118,7105,311,267,13.7,6.26,53.8,151,4614
196,43.3,578,474,66.1,1094,13.8,1.51,25,567,322
262,35.9,947,207,3619,319,1.78,13.9,770,164,135
227,40.7,359,281,426,2548,98.2,12.7,76.4,1670,195
239,51.4,259,349,717,820,7.84,5.57,109,400,213
626,89,1144,973,5573,1554,117,16.5,1186,389,478
53.8,12.1,308,343,400,621,12.7,136,71.7,372,225
407,67.9,632,757,991,1358,7.23,10,167,835,487
552,122,362,368,158,170,3.22,22.7,30.2,96.5,253
92.2,16.4,325,557,1027,1065,13.5,4.45,172,588,400
328,56.7,267,382,750,594,7.57,4.53,129,322,213
106,15.1,250,362,538,3278,37.2,1,81.3,2148,237
233,36.5,82,437,223,302,10.1,6.61,32.8,149,253
193,37.2,113,673,615,217,3.79,5.28,115,110,418
1037,143,132,325,349,433,8.82,84.3,57.8,250,195
297,54.2,193,115,604,410,22.3,14.1,97.3,168,74.3
75.7,15.3,362,151,362,594,7.23,9.56,85.8,346,106
496,74.3,319,528,528,294,6.38,4.66,83.5,198,328
305,44.5,246,311,764,813,11.1,10.2,125,445,207
255,31.1,66.1,414,160,191,10.6,5.33,28.9,104,294
305,60.4,1596,292,552,2247,126,14.3,87.4,1346,151
204,35.2,173,487,286,255,4.66,4.49,43.3,136,257
874,126,85.1,151,704,1596,24.6,35.2,109,750,105
375,66.1,973,474,34,385,8.43,2.29,5.23,209,294
500,70.4,262,181,483,1027,52.8,7.17,79.9,649,154
365,49.1,588,667,1446,355,8.66,7.37,259,183,389
445,76.4,523,161,34.3,866,24.6,6.38,9.22,500,111
509,81.3,157,588,294,858,11.2,2.57,41.8,505,340
491,82,375,130,947,757,21.5,8.28,161,372,92.2
410,70.4,84.3,1860,311,385,257,5.67,49.1,193,1370
123,18.4,284,71.7,914,325,8.98,1.93,127,193,30
806,117,483,519,991,1310,13.8,31.3,163,692,355
167,19.3,410,50.5,1124,858,8.98,8.58,167,474,57.8
457,69.2,211,302,340,93.9,12,20.2,55.7,74.3,202
202,32.2,131,449,328,588,17.5,5.83,53.3,316,316
638,117,279,1241,649,470,9.06,6.55,107,267,730
163,34,777,2714,1395,487,1.38,7.84,229,271,1794
372,53.3,509,2110,1155,313,7.43,8.35,213,170,1459
355,47,225,523,340,325,10,12,54.2,191,331
132,27.4,1075,1611,2329,474,14.1,1.98,437,281,1037
241,37.5,167,573,604,2267,46.6,8.28,93.9,1459,379
457,80.6,213,1018,939,407,19.6,21.9,131,259,679
276,42.9,209,858,433,2943,51.4,20.9,77.7,1843,547
375,50,90.6,32.5,211,1186,16.4,1.42,35.5,655,14.5
599,85.1,337,124,1165,523,11.2,15.5,186,284,77
217,36.8,322,866,931,198,3.72,1,158,106,523
322,59.9,573,661,2890,491,17.2,6.79,487,276,500
509,106,200,426,567,379,6.1,10.3,91.4,223,231
474,77,90.6,615,389,1084,18.4,2.35,62.6,604,359
346,53.3,1037,418,37.2,874,10.4,2.09,8.06,457,264
453,86.6,137,557,164,1472,92.2,31.9,32.2,939,328
1241,183,1219,313,5523,1298,27.1,66.1,1094,770,202
331,53.8,130,922,573,567,17.3,16,108,337,557
221,37.5,246,239,583,319,7.84,11.3,96.5,172,131
123,28.1,1075,137,3685,533,16.5,6.98,717,311,85.1
184,16.4,246,165,685,1407,5.57,63.2,113,743,121
147,32.5,60.4,2480,59.9,610,21.9,15.4,11.1,340,1794
382,79.9,562,704,1263,661,5.57,10.6,205,316,514
316,51.4,1197,1420,3249,349,5.23,3.82,655,186,991
276,45.7,213,835,843,235,18.8,13.5,130,109,470
547,71.7,231,103,474,449,22.1,12.1,82,239,56.2
496,79.9,956,217,137,632,1.67,3.68,29.2,311,132
410,75,40.3,1124,115,286,12.1,26.7,25,155,698
110,25.3,189,112,483,244,10.3,6.38,71,108,73
615,95.6,533,414,349,328,1.64,17.3,56.7,179,269
594,105,81.3,396,248,385,2.71,39.6,45.7,235,257
184,26.7,422,372,1512,193,1.26,1,239,118,259
259,43.7,259,241,403,259,9.31,12.6,64.4,142,150
914,137,2148,349,2329,437,1.64,12.3,445,250,193
229,47.8,1568,385,61.5,1310,9.31,17.8,16,764,221
