Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
37.5,18.1,63.8,24.1,17.6,132,16.5,1219,3.05,5.38,44.1
38.2,10.2,21.7,19.3,45.7,1.68,10.2,661,21.1,1,47.4
59.9,28.6,12,41.4,25.5,3.82,9.56,362,17,2.69,105
125,66.1,6.67,38.9,50,9.39,11.7,638,13.2,12,56.2
42.6,22.1,20.7,24.4,38.9,179,35.2,196,26.9,5.28,72.3
49.1,29.7,22.9,13.1,39.2,6.79,6.32,382,16.7,1.91,45.7
31.9,6.98,160,25.5,20.5,1,25.7,851,8.51,1.84,56.7
44.1,27.1,21.1,48.7,38.5,4.14,24.1,221,31.9,3.75,79.1
68.5,41.4,44.5,23.9,5.05,6.26,32.8,331,5.99,1.86,15.4
64.4,29.4,28.1,10.6,77,2.46,16.1,1155,30.2,7.57,21.7
58.3,15.1,12.4,22.5,26.2,1.43,3.13,75.7,13.2,9.65,36.8
22.1,11.5,18.4,17.5,39.2,179,14.6,457,13.9,5.94,52.8
44.1,24.6,21.3,11.1,37.9,1.06,18.6,500,19.1,2.86,30.8
22.1,10.3,15.7,20.7,32.2,4.66,13.1,334,20.9,22.9,21.1
41.8,14.5,10.3,24.1,30.8,3.31,24.8,906,13.1,9.39,26.4
111,46.6,35.5,25.9,50,1.96,35.9,947,23.1,10.2,36.8
110,19.5,17.8,15.8,35.9,4.45,9.91,1358,16.5,9.06,20.2
23.7,11.8,11.3,42.6,85.1,6.73,7.37,175,49.6,3.52,48.7
27.6,20.5,18.1,8.82,24.1,2.74,6.85,281,13,8.82,43.7
41,21.7,9.82,24.4,24.4,3,19.5,349,8.35,2.69,37.2
83.5,25,8.9,26.9,26.4,3.22,20.2,644,15.8,15.4,69.2
29.4,13,37.9,25.9,21.3,4.18,8.13,250,2.23,5.42,40
131,61,18.9,15.4,44.1,147,47.8,1778,21.9,2.64,30.5
54.7,23.3,16.5,14.5,21.9,1,26.4,813,15.5,2.37,40.7
104,49.1,1,31.6,4.45,2.89,25.7,698,3.4,9.31,56.7
170,73.7,25.7,125,63.2,10.6,47,3134,21.1,8.28,86.6
110,57.8,93.1,17.8,27.4,6.21,32.8,1084,6.15,5.94,27.6
52.3,34,33.4,23.7,51.4,17.5,12.1,355,26.7,20.9,63.8
33.1,17.2,79.1,20.5,37.2,165,72.3,723,15.5,1.79,31.9
24.8,16,23.5,18.3,57.3,2.09,18.3,392,24.8,2.31,48.3
78.4,44.9,14.2,15.1,34.6,1.32,6.1,1685,10,1,43.3
41.8,10,9.14,18.1,28.1,7.23,17.2,5.67,19.6,6.1,23.9
71.7,41.4,26.2,19.5,36.5,1.12,11.2,791,19.8,1,26.7
113,49.6,8.58,17.6,30.5,4.78,26.9,882,12.4,3.65,59.4
193,28.6,108,24.4,40,1.03,21.7,62.1,11.2,12.4,8.13
28.6,12.2,4.7,26.9,35.2,2.69,15.7,259,15.3,1.01,56.7
78.4,13.3,27.4,30.2,38.5,3.46,1,757,6.73,6.49,73
63.8,17.3,65.5,16.7,18.6,5.19,4.07,2054,3.13,1.45,40.7
2.39,2.5,8.82,15,43.3,4.03,3.25,36.2,18.1,6.04,46.6
24.1,12.9,10.5,24.4,24.1,1,3.65,474,15.4,1.32,47.8
38.2,16.1,50.9,21.5,39.2,1,21.7,615,20,3.37,20
26.2,14.5,12.2,17.3,29.7,40.7,13.8,286,14.9,1.06,24.4
95.6,46.1,5.52,16.4,92.2,6.98,16,487,2.71,3.25,19.8
23.5,14.2,7.3,32.8,43.3,1.09,1.58,429,12.1,4.91,64.9
61.5,28.9,5.83,38.5,26.9,255,52.3,422,10.9,1.45,53.8
32.2,10.8,54.7,31.1,12,1.01,18.1,483,2.74,5.23,75.7
32.8,13.1,34.3,44.1,75.7,1,13.8,235,38.2,1,87.4
26.7,10,30,21.9,19.1,2.55,18.8,414,3.46,20.7,41.4
165,86.6,19.6,25.9,32.5,6.67,17.6,1928,14.5,13.1,44.5
109,44.5,14.2,18.8,34,1.98,14.5,567,24.4,2.57,46.1
85.1,20.5,15.1,26.9,35.9,2.71,11.1,1322,17,4.33,54.7
149,55.7,5.73,39.2,36.8,6.26,21.7,1346,12.5,1,119
86.6,66.1,80.6,30.8,21.7,6.32,10.6,922,1.51,2.84,11.7
93.1,30,39.6,51.9,30.5,167,19.1,1860,1.78,7.23,75.7
48.3,26.9,20.4,22.5,52.8,2.55,7.64,313,21.3,2.11,57.3
69.8,12.2,96.5,21.5,17.6,3.85,22.7,1582,2.48,5.52,16.4
34.3,8.74,16.5,29.4,26.9,4.22,17.6,649,9.82,5.09,57.3
88.2,29.2,106,34,34,7.64,10.6,1611,5.57,1,56.7
28.1,14.3,70.4,58.8,19.1,1,11.2,319,2.39,4.96,89
176,60.4,39.6,25.7,91.4,1.95,1,1252,37.5,6.49,47.4
74.3,30.2,39.2,13.1,76.4,1.79,4.91,698,22.5,9.14,51.9
129,68.5,8.9,10.9,35.9,4.1,5.88,1459,20.2,2.86,27.4
119,74.3,6.1,33.7,31.9,1.01,12.5,466,11.9,1.42,83.5
16.1,5.42,10.7,12.4,42.2,7.3,12.9,588,15.3,13.9,13.8
28.6,15,18.1,20.5,66.1,1,18.1,313,23.5,6.92,59.9
54.7,25,73.7,20.9,46.6,2.86,1.93,1155,9.56,8.43,56.2
120,42.2,10.9,27.9,50.9,7.57,7.7,922,25.3,10.9,108
164,82.8,17.3,23.9,30.8,77,31.6,1827,20.5,12.2,29.7
36.5,17.8,7.1,17.3,27.9,1.01,2.07,271,13,5,62.1
20.2,8.98,44.1,20.4,129,3.85,12.4,474,44.5,6.98,47
40,28.9,26.9,84.3,66.1,1.01,6.79,956,31.1,4.87,88.2
138,45.7,73,20.4,43.7,4.91,19.8,2227,16.7,15.1,38.2
82.8,32.8,44.5,22.5,20.9,1,16.5,1165,3.49,2.62,38.2
82,50.9,10.4,31.1,18.8,1,28.9,538,7.5,1.89,61
24.4,16.4,28.6,15.8,53.8,1.3,17.9,262,25.5,1.04,20.9
31.1,8.74,21.9,26.9,28.1,1.15,35.9,717,15.7,17,52.8
40,28.4,62.1,19.8,21.5,1.42,10.7,334,3.02,6.61,64.4
22.9,11.5,29.7,18.3,42.6,1.01,13.5,359,21.3,6.79,48.7
52.3,25,74.3,15.5,24.8,1.25,2.97,365,2.09,5.94,58.3
44.9,23.7,21.1,16.3,31.9,2.64,1,173,20.7,5.28,62.6
145,74.3,5.83,24.8,35.9,1.01,12.1,730,16.1,2.86,62.1
30,5.78,19.5,38.9,66.7,1.19,4.22,914,37.5,3.92,29.4
44.1,18.4,118,50,47.4,2.59,11.4,292,17.5,1,139
26.7,14.3,77,164,704,1,3.52,491,1.18,7.57,173
52.3,27.6,17.3,20,35.5,1,1.88,346,14.7,7.04,21.7
151,53.3,17.8,30.5,45.7,2.74,11.9,1176,25.5,1,71.7
14.1,11.8,36.2,33.4,84.3,2.74,7.23,359,46.6,4.57,70.4
19.1,14.6,10.8,32.5,23.5,3.28,14.9,491,17.2,10.4,19.3
28.4,7.04,12.2,33.7,35.9,4.41,14.3,478,17.9,9.47,58.3
63.2,16.7,6.92,24.1,33.4,1.01,18.3,1252,15.3,8.9,77
132,68.5,138,24.1,33.1,2.09,15.8,2288,5.94,1,75
31.3,16.7,30,19.8,83.5,6.92,17.8,294,25.5,1,34.6
93.1,41.4,38.9,33.7,79.1,3.16,12.9,757,27.4,1.32,82
32.5,19.6,66.7,27.4,67.3,2.59,18.3,213,25.7,3.46,55.2
37.2,6.32,57.8,62.6,19.1,6.98,2.02,500,1.93,1.06,93.1
132,67.9,25.5,153,114,1.01,21.9,2571,90.6,9.73,151
129,66.1,57.8,66.1,20.9,6.21,2.5,1877,4.37,2.44,93.1
34.9,18.6,85.8,25.3,18.9,3.02,27.6,274,3.92,8.58,54.2
76.4,44.5,160,57.8,23.9,3.62,20,509,4.53,11.7,113
102,26.4,15.8,36.8,30.2,3.59,8.82,1446,17.6,5.57,42.9
17.5,8.06,15.5,14.1,45.7,5.99,5.62,392,16.3,10.7,26.4
58.8,38.2,16.5,176,87.4,1,7.3,246,63.2,14.2,138
248,90.6,119,26.4,51.9,6.49,18.3,914,5.88,2.67,48.3
346,104,2.41,19.1,17.3,2.11,29.7,2813,14.1,5.42,54.2
91.4,53.8,10.8,51.9,27.6,3.4,17.3,813,18.6,1.33,77
50.5,15,10.2,24.6,48.7,8.2,10,562,17.2,2.21,10.6
48.7,16.7,6.26,39.6,37.2,1.01,12.9,123,18.3,6.1,78.4
50.9,27.6,44.5,29.7,79.9,1,1,626,37.5,10.5,60.4
122,41.8,95.6,33.4,44.1,1.55,2.25,698,16.7,1.33,24.8
19.6,6.04,3.75,10.5,23.9,1.01,22.9,422,10.4,2.11,54.2
80.6,50,79.9,30,19.1,4.45,8.2,1382,1.73,3.28,103
52.3,6.98,46.1,23.9,10,4.91,14.3,547,1.25,5.99,16.8
37.5,19.6,78.4,40.3,35.5,1.01,17.6,246,13.7,6.79,84.3
38.5,16.7,42.9,38.2,69.2,2.53,12.9,523,30,2.11,56.7
48.7,18.6,21.9,29.2,40.7,1.42,5.73,1165,27.9,2.53,49.1
82,25.3,10.9,12.3,39.2,1.81,16.7,1000,19.1,3.75,2.15
34.3,11.5,14.2,48.7,29.7,1,31.3,87.4,12.7,6.04,139
44.5,18.3,47.4,23.9,19.1,6.04,10.6,710,2.69,6.26,48.3
34.6,13.5,22.7,16.3,51.4,1.23,21.1,289,26.2,5.38,10.1
30.2,2.59,84.3,62.1,17.8,1.08,13.6,27.9,2.39,3.96,82
23.5,5.83,26.4,17.2,99.1,3.85,2.29,931,55.7,4.83,12
28.1,19.1,73.7,17.6,114,1.01,17.2,221,42.2,1.63,28.1
161,59.4,14.1,20.5,35.5,1.03,1.36,1084,17.8,4.18,87.4
36.2,17.2,31.3,32.5,62.6,1,9.73,305,24.1,4.57,91.4
61,25.9,40.3,1.58,75.7,4.26,12,898,32.2,6.85,10.6
331,113,13.6,33.7,31.3,1.72,16.8,3078,12.6,6.15,102
40,6.67,67.9,17.9,28.6,1,13.1,313,5.57,5.83,33.4
130,69.2,8.43,40.3,34.9,1.02,21.7,1395,23.7,15,55.7
22.7,8.82,14.1,37.2,18.3,1.24,4.91,519,11.9,2.69,90.6
31.6,11,15.5,26.4,33.4,1.35,14.7,965,18.8,6.49,74.3
95.6,32.8,99.1,48.3,33.4,1.68,12,552,2.76,3.43,46.1
20.7,13.7,14.2,119,25.3,1,22.5,453,10.6,2.89,153
36.5,19.5,7.91,15.4,38.2,7.1,4.37,474,18.4,3.96,19.8
31.3,7.43,11,23.7,30.2,1,16.5,1094,13.6,8.06,40.3
47.4,21.3,21.7,16.4,61,2.25,1.01,1075,22.9,1,31.6
109,46.1,5.83,21.1,5.42,3.55,12.6,2548,2.25,5.23,15
44.1,27.4,12.2,21.1,23.3,2.84,28.4,205,12.1,14.3,77.7
44.9,20.4,14.5,23.5,22.7,9.73,29.2,649,10.1,5.28,58.3
45.3,17.3,12.9,24.4,35.9,1.19,12.3,1407,13.7,4.18,50.5
36.2,18.1,9.91,68.5,18.9,1.33,5.67,382,9.91,1.73,123
111,30.2,76.4,16.7,12.6,1,8.28,1407,4.74,1,55.2
22.3,5.52,6.79,27.6,39.6,2.17,15,487,16.1,1,82.8
40,23.9,4.29,9.31,28.9,5.73,19.1,308,12.2,1,46.6
108,43.3,27.4,71.7,84.3,2.44,21.1,1911,38.2,5.09,66.1
47.8,24.1,56.7,24.8,18.9,9.82,25.7,1114,3.28,18.8,51.4
22.9,12.7,13.8,22.7,30.5,5,1.61,221,16.1,4.18,61
37.9,9.06,21.1,43.3,34.6,1.93,16.3,578,16.8,1,95.6
34,26.2,12.1,26.9,26.2,1.23,11.5,340,13.9,1.01,42.9
130,45.3,17.6,53.8,59.4,4.37,20.2,1000,32.5,1,86.6
44.9,25.3,64.9,34.6,15.8,158,32.5,264,2.53,3.11,73.7
37.5,10.1,4,46.6,55.2,2.97,22.5,610,1,2.57,106
15.7,10.2,33.7,25.7,40.7,3.92,31.9,352,11.9,5.47,18.8
16.1,5.88,15.8,34.6,23.7,1.01,12.2,385,14.9,1,27.6
179,73,10.9,71.7,29.4,1.96,34.6,1625,15.5,8.43,63.2
42.9,21.5,9.47,34,33.1,2.84,24.4,257,11.5,7.57,47.8
121,67.9,83.5,24.4,18.9,1.98,16,227,7.5,2.21,74.3
39.6,18.8,15.8,40.3,35.2,2.81,33.4,241,22.5,5.14,93.9
47.4,31.9,18.8,20.2,73.7,1,11.8,235,27.1,7.77,62.1
28.4,20,24.4,42.9,63.8,1,9.39,400,28.1,8.06,89.8
78.4,11,41.8,62.6,102,5.52,34.6,2763,48.3,2.19,55.7
48.7,27.6,57.8,31.6,85.8,5.14,29.7,193,38.9,18.4,90.6
27.1,11.5,68.5,31.1,23.9,1,21.9,400,2.46,11,13.1
53.3,9.22,130,23.7,52.8,1,20.4,828,13.8,3.28,66.7
61,37.2,12.3,25.7,31.3,3.08,16.7,414,19.6,1.27,15.8
31.6,13.5,29.7,37.2,77.7,3.31,28.9,491,26.4,14.1,17.2
48.3,28.1,3.89,45.3,48.7,1.01,30.5,229,1.45,12,90.6
126,12.4,17.6,11.5,34.3,1,20.9,189,23.3,3.19,14.1
181,63.2,150,21.3,50.5,1.41,5.05,1731,23.7,1.57,85.8
66.1,34.6,90.6,17.6,121,1.05,4.78,410,44.1,1.6,61
33.1,16.4,21.9,172,64.9,2.25,8.66,426,38.2,2.15,132
32.8,17.3,52.8,37.9,26.7,1.95,14.5,372,1.02,1.18,62.6
126,70.4,40,40.3,74.3,1,20.2,615,31.1,1.54,44.1
99.1,49.6,31.1,129,50.9,1.03,10.9,1298,28.4,15.8,107
101,35.2,21.5,14.9,40.3,1,13.5,813,13.2,9.39,54.2
41,21.7,9.39,26.4,27.1,1,14.6,947,7.04,2.17,33.1
66.1,23.5,6.38,18.6,31.1,2,6.55,2187,19.5,4.91,23.5
34.3,19.5,68.5,28.9,16.1,5.52,5.88,215,3,1.01,57.3
26.9,12.4,69.8,19.6,10.4,1.06,12.3,300,4.57,2.74,61
28.1,4.53,21.5,17.9,56.2,3.19,25.7,685,27.6,2,38.9
137,38.2,22.7,47,37.2,2.15,26.7,2017,17.8,1,97.3
38.9,27.6,17.5,104,51.9,2.13,16.5,403,30,16.8,118
21.7,9.06,8.2,28.9,27.6,3.43,18.3,470,13.2,4.45,53.3
34.6,12.1,11,89.8,45.3,3.62,14.1,931,22.3,1.01,445
31.3,10.5,27.1,15.4,85.1,3.68,29.7,604,32.8,6.1,38.2
26.2,13.5,4.26,25.9,53.8,3.96,21.7,698,22.3,1.83,56.7
34.6,17.3,154,54.2,37.5,2.09,12,519,5.78,11.2,75
89.8,42.6,51.9,27.4,93.1,1,29.4,1275,40,5.88,19.6
75.7,29.2,4.57,30.5,24.4,1.53,12.9,267,15,4.7,59.4
33.7,20.2,35.2,15.1,73.7,5.83,31.1,302,34.9,7.43,72.3
6.98,4.26,90.6,25,20.9,1.1,17.2,181,3.89,3.85,49.6
70.4,45.7,50,37.5,73,1.01,9.14,225,28.9,1,85.8
223,117,29.7,17.3,36.8,1.18,2.81,528,25.7,6.98,46.6
131,18.1,18.9,35.5,47.4,1.89,14.1,129,19.1,5.47,67.9
30.8,11.8,9.56,22.9,37.2,1,6.73,496,14.3,1.31,28.9
158,31.3,33.1,60.4,67.3,1.14,9.14,1084,36.2,1.76,96.5
65.5,46.6,22.1,26.4,42.2,5,10.1,292,15.4,2.46,77.7
46.1,27.9,27.4,19.1,30.8,3.96,4.03,281,23.7,1.55,40.7
231,131,11.7,43.7,18.1,1,18.8,1186,9.14,3.59,73
56.2,37.2,59.9,21.3,9.82,1.01,18.9,292,3.46,5.28,37.9
75,37.5,14.9,45.3,64.4,1,17.8,1186,37.5,11.1,88.2
62.6,34.3,21.9,23.7,51.4,1,2.25,1778,19.3,4.91,15.4
90.6,34.3,27.6,50,65.5,1.01,25,1322,33.4,5.28,72.3
23.3,8.28,4.14,23.5,9.73,1.01,18.6,717,4.18,8.74,85.1
105,50.9,23.1,14.2,56.2,7.99,18.4,1009,37.9,3.85,18.3
34,21.7,54.7,25.5,38.9,1.06,3.34,300,7.43,7.1,62.6
106,41.8,16.7,17.9,51.9,1.55,21.7,1747,29.2,1.03,8.2
58.8,31.6,13.8,29.7,45.7,3.25,13.2,667,22.3,13.8,88.2
43.3,19.1,18.3,23.5,23.9,10.1,12.2,1018,15.1,7.37,10.8
95.6,47,7.7,24.6,1,1.15,17.8,1877,1,6.92,54.7
126,44.9,77.7,23.7,18.4,9.65,9.22,1186,3.49,7.1,57.3
87.4,43.7,6.73,44.1,25.5,3.62,9.65,552,12.7,1.08,28.1
36.2,13.8,82,15.8,45.3,2.48,21.5,784,25.3,7.43,21.1
17.8,5.38,8.9,57.8,29.2,1,2.89,704,18.8,5.57,78.4
66.1,34.6,22.9,28.4,42.6,1,6.85,355,23.3,9.73,6.98
95.6,61,21.1,22.5,30,1.01,11.5,956,14.9,1,65.5
34.3,5.94,109,24.6,16.8,4.96,24.1,874,4.14,4,58.3
48.3,10.5,50.9,15.3,20.5,1,14.3,1762,4.22,1.11,16.1
30,19.1,13.6,29.4,45.7,2.76,9.14,441,20,3.22,34
33.7,12.9,58.8,16.8,106,5.73,27.6,523,47.8,1.81,14.3
41.4,20.5,32.5,28.6,58.8,1.91,1,305,26.4,1.86,68.5
54.7,25.7,31.6,29.2,79.1,1.91,1.42,337,33.1,2.46,63.2
34.6,23.5,2.07,57.3,22.5,1.24,26.7,308,12.7,6.21,100
22.1,5.73,24.4,41.4,44.1,10.5,12.9,500,21.1,6.04,103
165,91.4,15.3,22.5,25.9,1.68,17.5,470,11.9,10.7,62.1
35.2,7.64,21.3,47.4,39.6,1,9.06,743,19.3,1.08,81.3
161,74.3,13.7,19.6,32.5,7.7,16,737,12.9,1,69.8
65.5,24.1,85.8,20.9,12.6,1.25,26.2,806,3.16,4.7,42.9
118,54.2,27.1,75,67.3,1.98,6.55,1027,27.9,3,72.3
74.3,35.5,19.6,18.9,71.7,5.23,2.94,906,24.4,6.85,47.8
84.3,34,93.1,40,30,1.01,31.6,1685,3.55,5.73,73
97.3,37.2,11.7,35.9,42.2,1.27,11.9,764,17.2,11.3,46.1
644,311,13.3,4.57,30.2,5.05,4.18,1946,13.1,1.47,9.47
139,13.2,8.74,28.4,39.6,7.17,18.4,132,17.5,6.67,75
25.9,11,5.47,42.2,43.3,1.01,21.3,429,25,2.86,25.9
95.6,33.7,13.1,30.5,42.6,35.2,34.3,2666,24.8,10.6,40
72.3,36.2,32.8,17.8,17.3,1.01,10.3,2091,8.2,1,51.9
53.8,18.4,40.7,61.5,8.28,1.01,38.5,483,3.34,11.2,95.6
35.2,20.2,7.91,18.1,25.9,2.33,25,355,13.8,10.9,49.6
20.4,11.2,13.6,365,39.2,1,32.2,491,13.5,13.3,359
35.2,27.6,4.29,47.4,68.5,3.11,16.5,241,1,2.97,71
135,67.3,8.2,37.9,21.7,1,10.4,730,11.1,1.5,62.1
97.3,46.6,19.1,21.9,45.3,2.23,15.4,2035,21.7,4.49,4.18
55.2,34,21.7,7.1,64.4,4.14,9.91,308,21.5,10.6,14.2
38.2,28.4,17.2,22.1,31.3,1.01,12.4,349,13.7,9.31,73
82.8,46.6,2,22.5,53.8,2.57,13.8,588,1.7,2.27,23.9
66.1,32.5,34.6,16.3,107,93.9,22.7,655,42.2,5.38,15.7
101,40.3,32.2,39.6,77,5.42,1,1219,35.2,1.86,36.2
61,24.6,13.1,21.9,28.9,1.01,17.3,297,9.73,9.47,69.8
130,41.4,25,19.1,55.2,1.01,16.4,799,30.5,5.83,48.3
5.38,9.06,3.4,125,38.5,2.55,9.31,133,18.9,6.85,138
69.2,28.1,14.2,39.2,50.9,3.37,8.13,1275,28.4,4.66,62.1
73.7,15.5,3.16,24.1,2.94,3.13,26.7,2110,1,1.01,63.8
20.2,6.38,29.2,52.3,31.6,1,30.8,26.4,23.7,5.99,95.6
14.6,7.37,30.5,26.2,23.1,8.43,16.7,248,13.2,10,7.84
34,14.9,33.4,17.3,52.8,3.34,20.7,316,18.1,1,50
65.5,26.7,9.31,12.4,38.2,1,3.08,982,30.5,4.66,12
58.8,34,23.3,30.5,50,1.01,16,567,24.1,11.8,71.7
23.5,8.82,86.6,24.6,44.9,1.01,13,843,11.3,1.23,17.8
114,58.8,44.1,30,56.7,1,19.8,882,23.3,1,34.3
71,12.3,77,24.8,22.9,2.39,23.9,1420,2.33,14.6,27.1
79.9,44.5,17.5,34.9,45.7,3.92,5.62,1055,26.9,1.75,55.7
43.3,20.4,1,32.8,21.3,1.88,8.74,730,12.4,1.04,70.4
46.1,28.1,1.67,28.1,67.9,4.61,26.4,375,51.9,1.15,54.7
43.3,20.5,4.18,24.6,6.85,1.79,1,491,2.29,6.67,30.2
97.3,37.9,5.52,29.4,12.6,1.42,4.78,1700,6.73,8.51,7.43
47,29.4,21.9,40,47.4,1,13.2,474,25.5,3.96,42.2
73.7,29.4,14.2,22.1,25.7,3.68,7.04,1176,10.1,3.85,29.4
58.8,34.6,95.6,117,20,1.06,27.1,418,3.46,7.77,130
29.4,14.1,28.1,51.4,139,2.05,13.6,491,91.4,7.91,97.3
36.5,31.1,8.58,91.4,36.8,1,17.6,316,14.9,1.54,77
36.2,14.7,1,15.5,8.66,3.79,17.5,372,7.17,7.7,26.2
43.3,17.5,37.9,15.3,83.5,2.41,5.88,349,35.5,3.43,44.1
45.7,22.7,5.52,32.2,18.4,1,11.3,281,9.31,3.22,61
55.2,32.8,13,50.5,33.1,1.96,18.1,422,18.1,8.2,82.8
34,18.8,6.04,35.9,34,2.97,16.7,372,16,4.91,120
13,6.73,77.7,46.1,50.5,1.01,18.4,474,24.4,13.2,51.9
25.3,8.2,2.44,18.1,25.5,1,9.73,547,8.35,6.49,18.4
57.8,33.7,6.92,53.8,13.8,1,6.21,1165,13.9,6.44,154
39.6,11.3,27.6,27.1,48.3,1.01,14.1,723,29.4,5.83,47
24.1,17.5,5.83,31.6,40.7,1.58,4.83,655,19.8,7.77,92.2
19.1,6.1,10,24.6,50.5,1,17.5,757,26.4,4.33,64.9
100,34,108,18.4,30.8,1.25,12,914,6.44,4.33,37.9
50,27.9,1,29.7,28.1,1.01,5.62,289,14.7,1.81,37.5
32.8,17.8,17.6,34.6,25.9,2.41,24.8,717,15.4,5.52,63.2
145,78.4,1,22.1,19.8,3.62,7.43,673,6.85,7.99,8.98
19.8,5.19,14.3,15,59.9,1.01,22.5,588,32.2,1.15,42.9
127,56.7,17.6,20.4,32.8,1.01,2.84,698,16.7,5.23,69.8
31.9,8.66,11.7,20.4,31.3,1.01,8.2,655,18.8,3.19,12.9
111,61.5,26.7,24.1,79.9,1.01,17.9,1670,32.8,4.53,106
42.2,17.6,18.1,23.7,41.8,3.02,16.5,269,18.9,1.6,59.9
32.8,24.1,28.9,33.1,56.2,173,47.4,279,31.9,5.88,172
35.5,13.7,60.4,18.1,84.3,1,21.7,198,32.5,4.83,39.6
62.6,17,67.9,23.1,36.8,3.22,22.5,1252,3.52,2.55,20
89,41,26.4,26.9,44.1,2.13,14.2,632,18.1,14.1,59.4
69.8,27.4,8.51,26.2,50.5,1.3,12.1,1762,34,1.01,82
22.7,8.98,14.7,35.2,25.5,1.72,9.39,474,9.73,7.37,65.5
51.9,24.8,48.3,44.5,9.82,6.32,10.6,487,2.55,1.01,100
91.4,46.1,15,46.1,46.6,1.33,16.4,2350,22.9,1.32,122
53.3,14.9,9.56,22.9,35.2,6.67,12.7,1055,17,3.22,55.7
29.2,11.7,13.7,57.3,31.6,1.01,13.3,322,21.1,4.26,100
56.7,18.9,1.98,13.6,19.8,5.33,4.22,2458,9.39,8.43,20.7
25.5,13.7,8.28,35.2,25.5,1.01,11.8,382,14.9,1,103
30.8,18.4,17.3,20.4,40.3,2.27,10.9,205,13.2,1,67.9
37.2,21.9,37.9,26.7,35.9,1.08,1,264,17.9,10.4,106
19.6,3.46,40,30,71.7,2.27,11.7,820,40,5.47,98.2
71.7,18.1,9.06,21.5,52.3,1.12,3.28,1999,29.2,1.75,74.3
20.7,14.9,20.9,34,39.2,3.34,8.06,225,14.2,5.47,45.7
79.1,43.7,27.6,31.9,50.9,3.46,9.56,922,28.1,4.41,65.5
44.9,21.3,10.1,24.6,47,1.01,12.7,523,26.7,2.5,67.9
30.2,14.6,37.9,36.5,175,1.23,5.47,567,113,6.79,94.7
143,80.6,15.1,31.3,37.2,4.07,8.98,557,15.7,7.77,56.7
29.7,14.3,75,24.4,13.7,6.38,9.65,328,2.46,1.73,55.2
26.9,7.04,11.3,19.1,44.9,2.13,6.61,704,27.6,3.37,14.1
38.5,24.6,89,18.3,33.4,1.01,15.4,175,15.5,3.28,75
44.9,20.7,13.1,42.9,38.5,1,3.75,271,21.1,6.32,89.8
20.7,7.84,11.8,25.7,33.4,1.25,5.73,27.6,16,3.4,68.5
42.2,25.3,13.1,22.7,50.5,1,14.2,449,24.6,6.38,1.12
39.6,17.8,12.7,28.4,41,1.23,14.6,337,19.1,10.2,43.7
40.7,18.1,43.3,23.1,49.6,1.05,13.7,289,24.4,2.62,10.5
57.3,32.5,22.9,16.3,42.2,1.95,7.77,445,20.5,1.84,47.4
55.7,19.1,47.8,21.5,114,2.92,39.2,679,64.9,6.85,53.3
58.3,9.91,79.9,24.1,16.1,1.55,8.35,389,2.59,11.8,41.4
42.6,21.5,48.3,172,73.7,1.41,15.5,407,39.2,1,259
32.5,10.9,2.67,46.6,21.9,1.3,20.5,466,7.04,5.33,99.1
15.5,6.55,16.1,27.6,31.1,4.29,6.55,28.9,16.5,7.7,58.3
85.8,46.6,26.4,33.4,54.7,2.17,19.8,604,31.6,9.73,54.7
