Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
41.8,25.3,43.3,98.2,28.9,193,10.6,820,12,34.3,99.1
36.8,21.5,2.23,24.4,27.4,13.7,31.1,890,10,33.4,46.6
27.9,14.7,126,76.4,110,135,13.8,1018,39.2,18.3,107
20.2,12.6,32.2,36.8,20.9,138,11.7,610,9.06,30.2,67.3
28.4,16,75,73.7,79.9,379,82.8,764,31.9,55.2,97.3
25.5,5.62,132,21.5,76.4,188,13.6,207,29.7,11.1,51.9
18.8,7.43,7.64,29.2,1.45,302,72.3,698,1.53,40.3,39.2
10.9,1.75,21.3,22.3,20,38.5,16.7,588,7.37,26.4,38.2
33.7,15.7,69.8,78.4,64.9,16.8,1.45,679,30.5,20.5,103
28.9,10.6,151,63.8,88.2,26.9,6.85,1104,32.8,17.6,90.6
58.3,39.2,29.4,32.8,22.3,120,20.5,655,10.3,19.3,45.3
3.43,5.99,16.7,21.3,26.7,16.5,10.6,161,13.2,22.3,14.9
32.8,18.4,45.7,121,36.8,129,30,982,7.5,29.2,151
36.8,10.6,6.38,33.7,59.4,325,31.6,470,1.03,41,44.1
67.3,44.5,21.5,28.6,21.7,71.7,7.77,661,10.3,43.3,39.6
25.3,13.2,205,69.8,141,64.9,8.2,770,56.2,32.5,96.5
26.2,16.1,42.6,24.4,40.3,23.3,6.38,906,13.6,18.6,41.4
17.2,3.49,55.2,34.9,53.3,47.8,10.1,173,18.9,19.3,53.3
56.7,41,44.5,172,28.1,20.4,12.9,533,16.4,29.7,274
28.4,20.9,25.5,36.5,30,246,40.7,379,8.06,40,113
50.9,36.8,11.1,112,1.72,84.3,28.4,583,1.36,44.1,161
36.5,24.4,202,163,72.3,112,23.5,717,40.7,82.8,225
26.2,7.43,18.1,24.8,21.5,305,14.3,346,5.05,8.43,31.3
15,9.22,42.6,42.2,21.7,31.3,1.96,1046,9.06,23.9,60.4
21.3,14.7,20.9,97.3,19.6,145,15.7,820,7.77,24.4,176
55.7,30.5,48.7,32.8,20.5,136,5.94,791,14.1,10.2,30.5
27.1,11.2,29.4,31.6,32.2,157,36.5,626,10.3,11.5,57.8
31.9,17.8,7.1,200,17.5,93.9,29.7,655,11.2,16,308
31.3,11.5,79.1,40.3,76.4,163,17.6,866,36.2,20.7,31.3
57.8,35.5,3.92,21.3,27.6,500,63.2,542,10.6,93.9,27.1
20.2,11.2,34.6,21.1,37.5,179,23.5,478,10.3,44.1,47.4
16.4,13.9,33.1,27.1,46.6,167,1.84,621,18.6,15,51.9
47,29.7,15.7,20.9,3.02,64.9,13.7,1065,5.73,20.5,48.3
51.4,33.7,18.4,83.5,23.7,23.3,9.31,835,7.91,21.3,112
27.9,11.2,55.2,40.7,22.9,362,22.1,799,9.22,16.8,57.8
15.1,12.5,30.2,28.1,22.7,24.4,1,1334,13.6,35.5,38.9
48.3,33.4,1,78.4,17.5,17.9,6.85,947,12.5,19.3,117
22.9,11.1,14.3,107,27.1,31.1,19.5,599,12.2,18.3,68.5
19.8,7.91,38.5,24.8,25.9,98.2,18.3,403,8.74,21.7,36.8
30,12.4,21.5,29.2,10,129,24.6,723,6.67,21.1,38.2
27.1,9.06,26.7,26.2,18.4,84.3,18.3,965,11,15.4,47
42.2,25.9,36.5,157,17.9,121,18.6,965,11.9,25.7,253
32.5,16,46.1,46.1,20.5,136,3.43,505,13.5,13.6,96.5
25.7,21.7,17,115,12.9,12.5,3.31,514,11.4,13.1,191
24.8,18.6,8.35,29.2,15.1,76.4,21.9,583,9.73,12.2,59.9
12.9,2.64,27.6,37.2,26.7,557,110,461,12.1,158,61.5
6.1,1.45,90.6,25,61,26.7,2.71,34.3,27.1,34,34.9
23.9,12.5,42.2,34.6,27.6,87.4,16.8,407,7.23,13.2,34.6
29.2,20.2,186,123,78.4,8.35,1.73,757,32.8,16.5,170
70.4,58.8,42.2,15.3,27.1,239,51.9,578,16.3,69.8,21.3
20.7,16.8,41,28.1,38.5,142,13.1,692,17,21.1,44.9
58.3,11.9,32.5,20.4,14.9,24.6,6.73,325,13.9,25.5,33.7
38.2,37.2,100,125,43.3,308,15.1,777,24.8,16.5,200
25,16.5,279,23.5,183,25.9,12.3,874,66.1,23.7,35.5
43.3,23.5,58.3,23.3,30,514,117,799,10.8,120,26.4
15.4,4.1,20.5,41,22.5,167,19.8,615,13.8,18.1,41
19.3,4.37,155,79.1,106,33.7,25.7,858,49.1,20.4,157
51.9,31.3,25.3,54.2,16.4,48.3,14.9,621,14.1,60.4,83.5
35.5,15.3,53.3,143,58.8,108,22.5,649,20.9,22.1,109
21.5,15.7,21.9,93.9,22.5,474,62.1,429,10.8,34.3,145
30.8,25,15.7,11.8,26.4,75,13.9,626,8.06,15.4,41
19.6,18.3,191,26.7,139,191,28.1,723,54.7,32.8,30.2
25.7,11.4,20.7,13.1,24.6,22.7,1.17,685,14.6,25.3,40.7
28.1,8.74,40,20.2,26.4,368,60.4,483,11.4,50,38.5
31.1,14.1,36.2,56.7,23.5,21.3,10.8,621,13.1,18.4,37.2
43.7,24.1,38.5,106,24.8,135,3.72,414,10.8,13.9,195
47.8,26.7,29.4,31.1,23.3,52.8,8.82,523,10,45.7,29.4
322,213,23.7,48.7,20.9,29.7,2.35,1554,8.35,13.6,60.4
41,18.6,17.9,40.7,23.3,22.1,5,1124,7.7,27.6,60.4
19.8,7.77,12.6,53.3,20.2,466,73,1114,12.4,71,64.9
28.4,19.6,50.9,31.1,36.5,77,8.58,638,15.3,79.9,58.3
27.9,17,30.5,25.7,36.2,76.4,13.5,730,12.2,22.5,36.5
20.7,4.83,85.8,117,76.4,362,53.3,157,22.3,26.9,163
44.1,36.5,33.4,23.1,36.5,101,26.2,750,11.4,22.1,41.8
37.2,22.9,153,22.3,77,56.2,10.2,704,29.7,49.6,36.5
24.1,12,12.2,85.1,101,33.1,26.9,939,80.6,25.3,142
31.3,18.6,1,61.5,100,18.8,21.1,931,5.09,10,90.6
22.3,13.3,30,46.1,21.9,113,8.2,621,13.5,15.5,73
26.2,14.6,25.9,19.5,22.9,64.9,9.65,750,12,16.4,39.2
9.65,4.87,118,55.2,86.6,22.7,4.91,136,36.5,23.3,86.6
41,30.2,7.23,25.5,46.6,23.1,3.72,730,22.1,15.7,42.9
21.3,5.62,26.2,42.9,23.7,95.6,6.98,610,10.2,17.5,55.2
25.7,14.6,42.6,41.4,25.5,168,22.9,661,12.6,20.7,64.9
20.4,13.2,18.4,18.6,10.5,34.9,11.3,791,1.11,34.9,36.2
28.1,12.6,4.03,35.2,3.79,257,42.2,730,1.86,64.9,59.9
23.7,14.1,13.5,30.2,20.5,136,16.8,835,10.7,22.3,51.9
37.9,21.9,35.5,49.1,32.2,161,12.3,1155,13.5,20.9,54.7
71.7,26.9,25.3,31.3,23.1,30.2,8.58,1094,10.3,23.9,44.9
9.82,1.36,11,233,55.2,422,35.5,898,34,50.5,284
24.1,9.14,35.2,28.4,27.9,191,13.8,500,12.5,13.2,35.5
10.7,2.57,15.5,80.6,37.5,167,9.39,19.3,13.7,15.4,92.2
58.3,39.6,40.7,67.3,26.2,90.6,10.4,588,8.28,17,112
15.5,9.22,30.5,25,31.9,248,35.5,632,10.8,46.1,35.5
14.6,12.5,9.39,27.6,14.9,117,16.8,679,6.21,18.6,44.9
2.17,1,33.7,82.8,25.9,20.9,12.6,1,17.2,16,132
10.9,4.18,29.2,10.3,19.6,21.3,1,219,8.98,18.8,23.9
50,25.9,7.77,25.5,51.4,89,16.4,1298,10.8,14.2,34.6
62.6,25.5,15.5,73.7,17.3,105,6.49,1911,6.21,18.9,135
19.3,12.1,4.49,31.1,64.9,16.5,7.57,704,1.98,25,31.9
55.7,30.8,115,20.2,113,23.5,14.5,1382,51.9,21.1,30.8
45.3,27.9,209,15.1,92.2,453,49.1,523,49.6,49.6,33.7
14.6,9.82,27.9,58.8,17,56.7,8.58,594,9.73,28.1,80.6
89,51.9,41.8,19.8,41.8,94.7,4.91,1981,11,14.7,34.9
72.3,45.7,3.89,91.4,13.1,149,12.3,1827,6.15,15.7,176
31.3,20.4,25,3.02,23.3,17.2,21.7,567,7.37,20,15.4
13.6,12,12.9,91.4,10.6,102,18.9,305,4.03,57.8,142
38.5,19.8,158,24.1,83.5,18.3,8.66,422,39.6,18.4,41.8
20.2,13.2,23.3,18.3,20.9,44.1,10.4,667,8.58,17.6,26.4
24.6,8.06,32.2,47.4,25.3,79.9,9.22,710,7.77,16.5,72.3
40.7,18.6,41.4,10.8,32.5,27.4,10.6,813,22.3,12.6,32.2
31.1,11.5,9.22,125,66.7,11.1,1.54,407,3.37,14.6,225
1.67,1,44.5,34.9,42.6,27.9,6.61,33.4,15.3,24.8,40.3
28.6,23.5,6.79,89.8,29.4,173,3.72,1037,10.4,9.22,122
80.6,35.5,66.1,38.9,45.7,22.1,6.85,2308,20,18.3,53.3
13.3,9.22,122,23.7,92.2,328,51.9,679,42.2,36.8,36.2
27.9,18.3,59.4,22.1,41.8,14.6,12.2,583,16.7,17.3,37.5
27.9,15.5,33.1,66.7,36.8,24.1,3.92,542,13.1,22.1,79.9
47.4,39.6,33.7,39.6,31.1,7.04,14.5,389,15.4,18.6,72.3
39.6,30.8,13.9,67.3,27.1,68.5,5.67,594,10.4,22.3,101
34.3,6.98,28.6,7.99,33.4,308,48.7,470,11.5,48.3,6.67
20.9,7.17,23.9,25.5,24.6,17.5,10.1,474,11.4,20.2,42.6
29.2,12.2,23.5,26.9,13.9,461,75.7,567,11.7,84.3,57.3
31.1,22.7,15.7,28.6,125,93.9,7.37,562,91.4,18.1,65.5
62.6,47,29.7,50,21.5,93.9,14.5,685,9.65,14.6,93.9
21.1,11.3,40,36.8,35.9,67.9,47,698,12.9,31.6,59.4
33.7,11.5,26.2,22.9,20.9,18.1,7.64,632,14.2,26.4,31.6
21.7,8.51,193,21.7,97.3,255,6.73,414,49.6,16,30.5
62.1,35.9,33.1,26.4,32.5,302,40,1334,10,48.3,41.8
16.4,6.38,25.3,125,44.9,2.59,13.9,403,12.4,11.7,178
10.2,14.9,18.8,50,16.7,145,13.9,820,12.7,13.3,57.8
63.8,43.3,26.2,16.4,21.3,43.7,10.3,710,5.83,28.1,18.3
126,90.6,1.08,119,7.99,250,48.7,466,3.59,78.4,131
43.7,26.7,18.8,38.9,58.3,21.7,24.1,882,36.8,16.8,54.7
25.3,21.3,22.1,31.3,22.1,7.5,389,621,7.04,1,67.3
36.5,15.7,27.4,18.1,31.3,36.2,10.9,1000,3.05,31.1,28.6
43.3,11.9,16.4,57.3,16,16.4,10.2,229,5.73,33.1,61.5
13.7,6.79,29.7,23.3,28.1,39.2,2.57,692,11.3,31.9,40.3
40.3,16.1,15.7,18.1,33.7,528,49.6,965,14.6,46.6,36.2
20.4,11,17.5,16.4,30.8,195,39.6,496,9.56,24.4,38.9
20.2,12.4,30.8,30.8,35.2,25,1,685,10.8,20.9,41
22.3,13,4.14,53.8,27.9,18.8,5.57,496,12.9,17.5,91.4
5.47,4.91,11.1,117,10.3,16.3,1,973,3.31,20.5,188
24.1,20.2,28.4,85.8,33.4,213,6.79,730,13,8.98,184
39.2,23.9,56.2,17.6,33.7,181,13.9,644,13.2,6.61,37.5
20,5.73,30.8,33.1,17.9,22.9,5.88,698,6.61,19.6,50
41.4,36.5,3.82,82,59.4,24.8,4.66,483,4.49,20.7,139
42.2,20.7,21.7,57.8,37.5,62.1,11.7,470,10.6,17.9,101
62.6,32.5,88.2,40.3,60.4,106,18.3,898,31.3,14.3,53.3
89,37.9,37.5,44.5,31.1,17.3,5.67,1946,12.1,21.9,58.3
160,102,50,126,30,137,5.09,2788,15.4,14.1,175
7.37,2.29,29.4,25.5,25.7,35.9,10.9,125,13.9,32.2,34.6
36.2,15.7,19.6,17,22.1,410,54.2,1219,10.1,49.1,11.8
12.6,2.48,16.7,32.8,29.4,308,73,906,12.6,129,38.9
13.5,9.14,20.9,26.9,30.5,79.1,32.8,410,14.1,54.2,34.3
49.6,20.5,4.87,5.38,5.42,87.4,22.1,1046,5.38,22.3,38.9
14.9,9.22,11.4,15,5.52,44.5,14.5,610,1.22,40.3,37.5
18.6,14.1,40.7,21.5,19.3,217,9.22,542,10.4,18.9,33.7
35.5,19.6,23.9,23.3,26.9,22.7,6.44,939,15.1,30,22.1
158,97.3,22.9,25,3.43,474,77.7,1747,1.12,93.9,35.9
26.7,10.2,138,18.1,118,153,5.28,389,48.3,14.9,37.9
36.2,9.65,24.4,15,29.7,25.7,5.38,737,11.2,24.8,21.1
34.6,21.7,19.3,24.4,22.9,248,29.4,505,13.6,19.5,31.1
11.3,8.28,5.57,42.9,55.2,35.9,2.86,259,5.42,25.7,57.8
13.5,1.51,4.1,29.2,11.9,262,36.5,667,8.58,47.4,56.2
20,9.31,25,10.9,21.5,89.8,11.4,410,9.31,13.1,7.7
21.1,15.1,7.99,76.4,13.9,487,67.3,505,8.82,44.1,112
18.3,8.66,9.06,26.7,8.98,198,32.2,1197,5.33,33.7,31.1
12.7,8.35,44.5,42.9,44.1,44.1,8.74,1094,10.6,17.9,71
35.5,24.1,133,32.8,79.1,217,14.6,939,37.5,23.5,52.3
16.4,4.41,16.5,96.5,20.7,302,40,137,6.38,59.9,149
13.1,7.1,43.3,32.8,22.9,122,16.7,655,12.5,13.3,65.5
21.3,20.5,28.1,37.2,16.8,250,28.1,533,3.55,18.4,44.5
41,26.7,154,89,99.1,300,33.7,723,49.6,37.2,126
24.4,11.7,21.7,36.8,20.2,157,14.6,349,12.1,10.2,59.4
18.4,8.51,25.5,32.5,30.8,235,19.8,698,9.47,28.1,32.8
23.7,14.1,33.1,18.8,36.2,27.9,10.6,487,13.5,18.1,22.1
76.4,23.1,18.8,22.9,22.3,175,21.1,1263,7.84,21.1,30.2
20.2,9.73,67.3,44.5,70.4,92.2,8.43,661,40.3,17.6,69.8
11,7.17,27.6,22.1,28.4,200,42.9,533,13.7,35.5,40.7
14.5,3.4,11.8,32.5,13.7,26.7,5.57,235,5.19,22.9,50.5
67.9,49.1,36.2,85.8,25.5,86.6,10,483,7.1,19.5,106
40.3,15.3,21.9,90.6,23.1,66.1,18.4,730,5.62,17.3,142
40.7,5.88,145,132,115,21.1,10.4,1252,46.1,21.1,184
34.9,16.3,106,31.6,107,61,11.7,874,40.7,15.5,50
14.3,8.2,8.82,109,28.6,359,60.4,533,12.4,65.5,138
25.5,9.47,28.4,32.2,23.5,142,10.2,346,7.7,13.6,55.2
15.3,13.9,12.9,18.1,9.39,15.5,1.21,487,9.73,17,42.6
42.9,17.2,35.2,74.3,18.6,110,42.2,626,10.4,25.9,78.4
47.8,17,57.3,25.9,64.9,27.6,3.85,692,38.5,24.1,37.5
41,15.5,14.7,6.55,10.8,28.1,3.68,882,7.7,24.6,21.1
40.3,23.1,51.9,43.7,44.1,235,22.7,583,25.5,8.82,76.4
34,25.5,29.4,64.4,23.9,163,2.71,487,7.7,16.1,61.5
56.2,28.4,24.6,44.9,18.8,68.5,25,453,9.31,22.9,66.7
32.5,22.1,27.1,25.9,23.9,21.3,16.1,922,9.06,21.3,56.7
26.7,13.6,22.1,21.9,21.5,25.3,4.61,422,11,18.6,85.8
39.2,24.1,39.2,28.1,31.3,18.8,15.3,604,13.6,20.9,39.6
20.7,5.05,36.5,23.7,30.8,176,14.7,271,13.5,20.7,31.1
43.3,14.7,3.13,20,47.4,46.1,5.83,461,28.6,16.5,29.4
93.1,59.4,77,19.1,56.7,231,62.6,3619,24.4,44.1,18.4
14.5,7.91,4.29,14.1,12.6,23.3,4.45,1155,4.14,24.8,33.1
146,87.4,33.1,33.1,25.5,334,47,2864,16.7,54.7,52.3
48.7,26.2,74.3,25.3,60.4,88.2,3.08,1395,31.1,12.1,39.6
30.8,5.52,18.8,20.2,18.4,505,58.8,1843,7.1,93.1,39.6
35.5,15.8,42.9,13.5,16.4,186,21.5,991,13.1,12,35.9
15,11.3,3.89,40,97.3,63.8,23.1,528,67.9,22.5,58.8
24.6,13.6,164,59.4,115,437,50,588,49.1,49.1,95.6
74.3,45.3,27.1,25.9,26.4,204,20.5,2148,6.38,28.6,32.2
22.7,12.9,29.7,21.7,22.7,103,10.5,509,9.14,13.8,33.1
47,37.2,29.7,83.5,21.5,115,12.1,813,12.6,24.6,36.8
18.4,7.37,36.8,26.9,30.8,19.5,8.35,649,11.3,27.4,47
189,112,22.9,30,20.9,109,9.82,2525,10.3,18.3,34.6
55.2,37.5,110,23.5,81.3,4.83,12.6,599,36.8,5.42,38.5
34.6,15.5,32.5,130,15.1,21.5,4,737,12.9,23.7,204
29.7,9.65,44.5,2.29,17.8,379,57.8,478,15.5,78.4,2.37
90.6,50,74.3,39.2,62.1,44.9,16.3,1407,31.9,24.8,26.2
34.9,19.6,29.2,17.9,22.3,141,26.2,947,15,45.7,27.9
24.6,11.1,34.9,62.6,40.7,359,65.5,750,6.79,106,96.5
22.5,12.9,21.5,121,18.9,106,11,638,8.98,15.8,191
39.2,22.5,207,17.8,97.3,15.4,10.1,552,31.1,24.1,31.3
58.8,40,88.2,25.7,47,113,9.06,483,17.8,9.91,43.7
55.7,35.9,27.6,25.7,21.9,362,46.1,1877,9.39,49.6,35.9
28.6,11.7,198,28.4,163,106,4.41,604,76.4,16.1,36.5
46.1,13.8,17.3,94.7,11.8,23.9,6.92,400,8.13,17.5,163
89,44.1,103,22.7,70.4,248,223,3078,35.5,44.9,25.5
56.7,20.7,13.7,24.6,19.1,41.4,13.8,478,8.9,29.4,34.9
32.2,12.7,36.8,16.7,26.2,62.1,14.1,717,4.83,18.8,30.2
129,59.4,15.5,165,20,25.5,1.09,2436,9.91,21.3,229
80.6,45.7,13.8,27.4,16.5,385,72.3,1611,9.14,78.4,43.7
35.9,12.4,46.1,95.6,41.4,57.3,1.88,562,18.3,18.4,133
104,58.3,109,30.2,42.6,202,43.3,1670,19.8,31.3,23.3
34.6,11.7,34.6,21.5,26.9,32.2,4.57,359,14.1,23.7,33.4
10.2,10.1,27.9,41.4,34,122,18.3,965,13,17.8,49.1
16.5,9.65,9.56,22.3,13.5,67.3,26.7,300,8.9,24.4,37.5
47.8,37.9,10.2,15.5,24.1,56.2,12.3,604,6.04,15.3,30
154,61.5,5.62,32.8,21.5,7.5,11.4,3078,14.1,11.7,38.5
25.7,10.2,27.6,25.3,34.6,146,54.7,1382,14.1,41,36.8
42.2,16.5,34.9,15.3,98.2,15.8,5.09,1700,63.2,19.5,31.9
44.9,29.7,5.88,121,67.9,27.9,14.6,661,2.13,21.3,189
8.9,6.15,20.9,17.3,20.4,101,13.7,239,10,20,28.4
59.9,39.2,27.1,103,23.1,32.5,3.02,2763,5.42,15.5,170
41,22.7,30,21.9,17.8,322,39.6,483,8.74,52.3,37.9
9.56,2.21,21.3,21.1,22.3,26.9,11.5,118,9.65,25.3,31.9
110,42.9,49.1,31.6,29.4,98.2,8.9,1512,9.22,24.6,47.8
62.6,33.1,25.3,20.9,23.5,103,44.9,764,6.73,39.2,27.9
17.5,12.4,20.5,15.8,20.2,61.5,11.3,704,3.13,17.9,28.6
36.2,23.1,35.2,130,27.4,237,52.8,483,9.22,56.7,132
16.7,7.99,142,23.5,118,433,136,410,56.7,111,33.4
108,67.9,84.3,47,123,89,8.9,1486,45.7,25.7,85.8
30,17.9,112,27.9,66.7,80.6,10.7,547,31.3,14.2,39.6
64.4,31.1,22.5,22.9,30.5,102,20.7,1715,8.66,13.9,35.2
27.6,11.9,20.7,47,23.5,19.1,5.23,538,11.7,24.4,76.4
19.1,10.6,59.4,38.9,46.1,30,7.17,538,17,22.1,34.3
32.8,15.5,25.9,16.8,18.3,331,52.3,750,10,16.3,50.9
10.3,5.14,72.3,22.5,51.4,15,7.1,661,20.9,16.5,35.9
85.8,46.1,26.7,24.1,40.3,13.9,5.78,1322,2.37,21.5,32.2
32.2,25.3,25.3,36.8,20,36.8,11.4,509,4.96,32.5,36.5
38.2,16.7,31.1,37.2,31.3,12.1,4.7,991,11.9,5.38,57.8
51.4,34,34.3,35.5,22.3,200,42.6,552,16.1,16.8,49.6
32.5,13,28.4,17.6,29.4,105,22.7,2035,10.6,16.8,27.9
170,93.9,46.6,27.1,26.4,13.5,1.3,2308,13.5,30.2,53.8
43.7,25,8.66,20.7,23.5,44.5,2.04,835,10.6,17.2,30.2
32.2,16.4,44.1,22.1,30.5,131,7.1,1670,12.1,23.5,35.5
17.8,10.5,30.8,25,30.2,167,26.2,914,8.51,14.3,40.7
16.4,16.3,44.5,22.1,32.5,125,16.1,514,18.1,21.1,43.7
39.2,14.5,8.9,132,20.5,233,30.8,644,3.96,16.7,127
18.1,9.73,68.5,49.6,69.8,163,15.8,784,20.9,12.3,89.8
30,14.3,14.2,21.7,25.3,17.3,11.3,835,9.82,25.3,23.1
92.2,52.8,16.1,17.6,10.3,161,25.3,2072,8.13,9.47,36.8
105,50,112,26.7,89,34.9,13.1,2308,41,36.5,30.5
91.4,43.7,145,46.1,97.3,35.5,8.74,1778,41.4,25,59.9
21.7,13,98.2,40,77.7,122,1.76,858,34.6,10.2,23.7
12.7,6.26,20.7,32.2,17.5,157,20.5,757,11.5,17,49.1
28.6,16.3,27.1,25.7,85.1,28.4,13.1,692,56.7,21.7,35.9
95.6,26.2,58.8,21.7,38.5,168,17.2,2969,11.2,19.3,28.4
10.6,5.78,27.4,51.9,79.9,21.1,7.5,973,15.7,17.5,89
39.6,13.3,42.6,30.8,25.7,16.5,4.33,982,12.5,23.1,27.1
118,63.8,26.4,110,19.8,221,23.9,3134,9.65,11,172
28.1,20.2,1,47,35.9,28.1,11.8,562,11.1,30,68.5
34.6,28.1,29.2,19.8,25,157,13,538,7.64,19.8,22.1
38.9,19.8,15.7,36.5,13.8,12.9,2.13,874,9.31,9.22,47.4
28.1,10.1,17.5,46.6,20,75.7,10,449,10.8,13.3,57.3
21.9,13.6,11,16.4,37.5,26.2,5.94,1762,15.1,18.6,36.5
32.8,17.6,15.7,12,46.6,255,35.9,644,7.64,33.4,34
118,70.4,10.5,13.3,7.91,24.8,9.73,1009,5.99,14.6,36.8
35.9,9.91,22.9,26.2,24.1,21.1,7.3,403,8.28,30,42.6
36.8,23.7,60.4,16.7,38.5,49.1,18.3,514,10.3,35.2,28.1
55.2,32.5,43.7,76.4,41,22.7,2.84,890,20.2,18.6,142
45.7,36.8,26.9,34,19.5,42.9,24.1,638,6.79,36.8,36.2
33.1,23.1,42.2,29.4,47,42.2,2.84,1055,9.65,22.1,33.1
60.4,29.4,31.6,109,20.5,42.9,4.18,3191,8.98,13.9,215
31.6,20.7,29.7,80.6,25.3,27.4,2.25,567,10.4,22.3,115
47,27.1,18.9,63.2,46.1,21.1,2.76,784,7.99,21.5,97.3
38.2,7.91,1.13,93.9,6.04,16,9.22,403,1.91,23.7,129
131,82,27.6,41.4,16.3,66.1,20.5,2017,10.8,40.7,67.3
37.9,19.8,25.7,29.2,17.6,58.3,14.9,947,5.83,17.5,46.6
