Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
24.4,11.3,11.9,34,18.6,209,50.9,487,16.4,13,79.9
76.4,41,9.14,44.9,25.3,500,136,2227,20,57.8,93.1
25.3,13.5,24.8,18.3,20.9,1.15,9.22,362,6.85,16.3,37.5
28.9,21.1,4.57,16.1,26.7,50.9,82,349,8.9,20.5,35.9
53.8,7.91,2.57,30,33.7,200,20.7,2072,13.3,12.5,107
44.5,29.2,10.4,32.5,14.2,246,59.4,319,15.3,7.64,102
17.3,12.5,7.84,26.7,30,196,50.5,542,27.1,11.9,32.8
124,64.4,12.4,27.1,31.9,396,103,1540,20,34.6,100
60.4,33.7,6.38,58.3,7.5,305,26.7,1104,1,14.1,90.6
8.74,8.06,40,25.7,28.6,246,37.2,509,15.8,77.7,100
58.8,37.2,8.28,29.7,22.7,149,29.2,334,7.99,7.5,75.7
31.1,13.2,12.1,20.7,40.7,337,223,533,29.7,59.4,53.8
25.9,16.3,8.2,44.5,14.7,170,21.7,685,13.6,6.04,90.6
26.4,4.61,9.56,47.4,25,372,18.9,632,13.2,11.1,69.8
24.8,10.4,6.61,61,21.7,15.8,29.7,667,12.7,9.31,193
51.9,25.3,17.9,22.3,31.9,66.7,36.8,547,25.9,16.8,85.8
66.7,37.5,12.4,14.9,39.6,237,61,2666,15.3,80.6,67.9
90.6,72.3,20.5,9.82,17.3,10.7,27.4,858,9.65,12,19.1
30.2,16.8,23.5,15.3,25.9,73,24.6,385,15.4,13.9,16.1
30.8,13.2,41.8,28.9,34.9,14.2,23.7,730,14.5,7.64,95.6
46.6,24.4,17,21.3,38.2,297,49.6,1827,33.1,1.83,49.1
93.9,31.1,10,26.2,9.65,264,69.8,1134,12.9,24.8,18.9
20.7,12.2,120,36.5,25,244,33.7,235,5.83,5.42,74.3
25.7,10,15.8,24.6,26.2,117,79.1,799,17.2,19.5,25.7
45.7,27.9,5.78,31.1,13.9,145,41.8,359,14.6,15.8,61
40.3,20.9,12.2,16.4,19.6,552,80.6,407,10.7,37.9,27.1
38.9,21.9,6.92,48.7,18.6,89,76.4,382,11.4,36.8,151
47.4,28.4,9.22,77,9.82,250,42.2,491,16,13.3,179
23.5,4.29,5.88,136,12.4,42.6,78.4,1000,17.3,17.2,154
16.1,7.37,18.3,36.2,11.3,3.25,1.01,1263,17.3,3.43,73.7
16.7,8.9,7.04,42.9,15.4,40.3,58.3,523,15.8,40.7,95.6
21.3,10.6,6.44,51.4,26.4,82.8,20.4,828,8.58,18.1,55.2
49.6,11.3,2.89,10.5,20.4,211,28.6,2618,12,23.3,36.5
20.4,15.5,10.8,15.7,18.4,141,27.6,343,5.78,15.7,30.5
12.1,5.28,10.3,37.2,18.6,90.6,28.9,914,5.73,15.8,158
23.1,19.6,5,31.9,28.9,305,38.9,271,21.9,5.83,49.6
2.97,3.55,1.78,35.9,20.7,644,111,28.6,9.91,22.7,89.8
15.7,8.74,7.7,18.1,21.3,117,27.4,667,10.6,9.56,35.9
94.7,54.2,11.9,28.9,17.9,69.2,27.6,1155,11.5,11.3,67.9
43.7,27.4,1.01,31.6,11.3,32.8,41.8,379,9.73,15,89
43.7,27.4,5,21.7,26.9,588,118,418,14.6,36.2,57.8
255,121,8.74,38.2,13.6,313,46.1,1625,11.8,17.8,85.1
16.1,15.4,10.3,21.5,37.5,94.7,23.1,325,21.7,4.7,24.8
13.7,13.2,12.9,19.6,21.7,227,27.1,433,11.3,4.49,63.8
34.3,27.1,6.44,33.1,36.2,274,20.4,279,22.5,12,78.4
60.4,25.5,7.43,32.8,12,528,157,1084,9.14,51.9,73.7
30.8,17.8,12.3,40.3,24.1,13.5,55.2,500,18.9,1.43,117
28.9,7.64,3.82,78.4,13.2,57.8,16.4,638,1.64,18.4,117
68.5,21.5,9.31,20.5,8.51,23.9,48.7,1114,16.4,16,34.3
62.6,6.73,5.73,34.6,28.1,29.7,15.5,1176,23.5,26.2,179
93.1,49.6,11.9,39.2,31.6,101,38.2,1420,15.5,17.9,106
172,110,15.4,17.8,13.2,426,106,1197,8.98,26.2,39.2
79.9,16,3.31,25.7,20.7,246,48.3,1346,13.6,5.73,71.7
29.4,24.1,4.26,21.1,7.57,235,45.3,322,15.1,15.3,13.9
69.2,48.7,15.5,80.6,33.1,191,44.5,379,16,4.7,91.4
28.4,18.1,1.78,13.6,5.83,114,19.8,407,1,10.6,50.5
43.3,24.6,19.5,15.7,22.5,227,33.4,583,13.1,9.73,34
328,110,19.6,19.5,22.5,121,43.3,1114,25.5,22.3,48.7
20.7,8.58,3.25,34.6,13.8,85.1,47,632,13.2,27.1,84.3
29.2,10.8,4.29,18.1,22.5,145,41.8,207,12,10.6,44.5
14.7,4.66,14.9,21.3,16.8,1,1018,461,9.47,7.5,31.3
34,10.9,9.22,59.4,26.9,158,36.5,644,19.1,10.7,79.1
56.2,21.5,12.6,21.7,9.56,219,22.1,1395,10.2,19.1,42.6
72.3,32.5,12.5,38.9,31.6,20,7.7,1186,16.5,25.7,51.4
98.2,46.1,6.85,51.4,17.2,40.3,25,1526,13.3,10.2,63.8
27.6,17,12.4,18.4,14.1,385,215,583,10.8,54.2,14.2
316,110,9.56,20.4,19.8,213,24.4,1843,10.7,5.78,42.9
74.3,43.7,10.9,17.2,45.7,204,39.6,1134,31.3,11.2,26.4
47.4,28.4,7.17,4.87,22.1,221,14.9,400,15.5,4.29,6.21
66.1,20.2,6.26,20.7,23.3,274,34.6,3820,23.9,4.91,31.6
17.6,11.8,18.6,25.7,17.2,466,46.6,334,8.06,10.7,78.4
89.8,41.4,5.78,9.31,27.9,131,56.7,2308,18.8,28.6,30
25,15.4,9.14,18.8,30.5,18.4,24.4,271,19.5,7.04,50.5
26.9,16.7,11.2,20,25.9,3.59,11.3,316,17,2.67,23.9
23.7,15.5,6.73,23.3,13.1,21.3,18.9,588,16.4,7.17,73.7
18.9,16,24.6,14.7,17.8,53.8,32.8,542,20.4,19.1,11
23.3,18.6,8.35,25.3,16.3,117,23.9,474,11.3,15.1,65.5
30.5,18.3,11.9,8.2,24.8,202,23.5,496,16,14.6,21.7
84.3,21.7,8.58,18.4,23.3,322,51.4,1486,12.1,9.22,63.8
41.8,23.5,12.4,60.4,16.5,158,36.8,340,7.43,7.84,104
125,79.9,4.07,18.4,9.65,334,32.8,1124,14.1,6.04,25.7
22.9,13.1,9.14,21.7,36.2,217,41.8,487,32.2,10.6,17.3
25.9,14.2,54.7,36.8,26.4,418,45.3,717,5.19,10.1,8.43
31.9,24.8,23.7,16.5,28.4,235,32.5,437,8.28,11.5,57.8
138,70.4,6.04,104,31.6,145,61,982,20,7.77,91.4
21.1,8.51,133,36.5,38.2,16.3,37.2,777,18.8,10.7,79.9
23.3,9.06,3.79,32.5,23.1,59.4,38.5,400,10,21.9,81.3
18.9,5.28,14.5,30.5,28.6,241,66.7,362,21.3,17.9,107
49.1,21.9,10.4,36.2,25.5,15.8,28.1,1252,22.9,2.84,99.1
31.1,12.6,1.6,45.3,20.4,25.3,28.6,478,6.73,21.3,93.9
40,20.9,1,18.4,23.3,422,68.5,519,9.47,16.1,38.9
36.5,22.1,6.15,20.9,38.2,255,30.8,392,20,5.14,78.4
52.8,31.3,9.39,26.4,12.1,24.4,31.6,410,14.7,10.4,33.1
84.3,62.6,2.84,22.5,7.91,106,31.1,1009,14.2,14.9,60.4
106,67.9,2.76,23.1,32.2,145,39.6,1275,21.7,15.4,70.4
58.8,34,9.47,29.4,2.37,113,37.5,692,7.91,10.7,51.9
76.4,31.1,3.13,27.4,25.7,32.2,57.8,1334,16.7,9.39,93.9
24.4,14.5,9.14,30.2,5.78,322,48.3,931,1.18,9.56,93.9
30.5,10.5,9.39,9.31,47,311,54.2,1540,23.7,14.6,33.1
44.9,31.1,15.1,19.6,18.3,91.4,25.9,562,3.02,17.2,37.9
21.7,8.58,13.1,27.9,41.4,136,51.4,457,29.2,26.4,45.3
22.9,5.42,1.29,80.6,19.8,229,42.2,1370,10.8,7.91,105
39.6,31.9,10.1,31.9,26.4,119,33.1,407,32.5,12.4,75
24.4,14.1,29.7,21.5,62.1,389,49.1,820,18.3,12,98.2
19.3,8.58,8.35,24.8,16.8,111,44.5,1018,8.82,8.98,78.4
147,47.4,21.3,31.1,4.29,129,56.7,1731,4.91,11.5,147
38.9,5.83,57.8,13,63.2,21.5,27.4,1208,29.7,8.74,14.5
217,112,3.79,33.7,24.1,225,72.3,1370,1.64,22.3,121
49.6,37.2,9.91,32.8,29.2,23.7,34.9,461,22.9,17,89.8
20.9,15.4,4.61,13.1,13,153,27.1,352,8.9,15.5,31.3
19.8,4.66,16.7,17.8,38.9,167,22.5,1018,27.1,11.5,27.9
54.2,23.5,7.04,16.4,29.4,813,106,882,19.3,25.5,59.9
22.9,10.2,9.47,20.7,17,125,20.2,331,19.5,9.14,44.5
58.8,33.7,5.23,22.9,6.1,235,78.4,491,8.13,23.5,85.1
44.1,30.8,3.02,84.3,22.1,743,25,939,18.6,1,191
34.3,20.9,6.61,22.9,20.5,470,86.6,542,10.9,14.1,106
114,33.7,11,19.6,34.9,79.9,39.2,2480,23.1,17,40.3
42.9,20,11.2,49.6,15.1,142,29.2,698,14.3,8.98,55.7
57.8,33.1,6.38,29.2,7.1,18.8,17.5,578,3.82,23.7,45.3
8.35,5.42,13.5,79.9,29.4,35.9,17.8,66.7,13.3,18.9,108
17,6.44,5.94,51.4,27.6,168,24.6,437,15.5,13.5,108
61,19.3,10.4,19.1,10.8,184,34.6,1310,7.17,11.4,59.9
31.6,9.56,8.98,22.3,28.4,35.2,9.56,965,14.6,15.8,69.8
38.9,15.3,7.7,27.6,36.5,168,12.5,519,26.9,17.9,85.1
16.3,8.43,11.8,48.3,38.5,322,102,679,31.1,26.2,120
24.6,16,25.5,44.5,29.2,63.2,75,403,31.3,41.8,151
44.5,29.2,6.44,99.1,38.5,59.9,25.9,346,25,11.5,120
19.8,9.91,14.7,115,9.39,135,55.2,599,12.3,10.3,131
23.3,14.3,13.3,57.3,25.7,223,44.9,385,16,15,133
88.2,24.6,1,35.5,15,209,42.6,3960,13.5,21.1,106
86.6,52.8,2.33,17.9,10.1,85.8,53.8,813,10.8,10.2,22.9
12.3,12.6,10.5,16.8,13.3,165,30.5,248,9.73,10.8,35.9
30,15.7,11.3,44.9,23.1,26.2,41,389,20.9,15.7,47
61,26.7,1,26.9,34,31.6,47,1144,17.5,26.9,38.9
35.2,24.6,11.5,28.4,32.8,250,30.5,389,13.1,12.6,54.7
23.7,11.3,4.26,20.4,20.5,262,63.8,255,13.2,34.3,46.6
31.9,23.9,11.4,32.8,14.2,200,49.6,211,13.8,9.65,78.4
78.4,41,10.3,24.8,23.7,28.9,20,1009,13.3,10.9,49.1
46.1,34.6,14.3,18.3,23.9,28.9,11.8,375,17.8,16.8,59.4
8.66,6.32,4.29,38.2,37.5,198,25.3,791,31.9,4.1,109
10.8,5,13.8,76.4,17.6,2.23,1.12,594,18.1,5.78,78.4
27.4,10.5,17.5,12.3,70.4,129,32.5,644,43.3,13.2,39.2
19.1,4.83,23.3,34.9,65.5,294,50.9,649,40.3,7.57,89
21.3,6.85,2.69,17.8,15.1,21.9,24.6,661,10.9,13.1,74.3
26.2,3.75,2.71,22.9,37.9,30.5,37.2,281,14.3,26.7,47.4
31.3,9.06,7.77,24.8,15.3,18.6,53.3,500,22.7,13.3,60.4
37.5,26.7,5.19,20.9,17.5,15,2.13,414,12.7,21.9,80.6
21.9,12.3,7.91,18.1,2.48,28.9,12.7,305,6.32,11.9,21.5
10.9,4.66,1.84,61,13.1,85.1,87.4,947,14.1,32.8,189
84.3,49.6,8.82,16.8,19.8,340,85.8,1446,16,39.6,31.6
23.1,6.1,6.98,36.8,30,433,38.5,528,16.5,1,115
75.7,36.5,8.98,59.4,2.29,10.3,105,1075,2.37,19.6,114
26.9,13.3,4.78,25.3,27.4,64.4,25.3,422,12.6,12.1,17.9
10.8,10.4,13.7,14.5,31.3,274,53.8,717,15.4,12.6,39.2
38.9,26.9,12.3,142,13.1,163,15.1,583,1.72,19.1,126
45.3,23.5,16.5,22.7,28.6,95.6,16,382,22.5,18.4,35.9
122,53.3,14.5,56.7,39.2,137,13.3,1197,21.7,13.9,207
57.3,24.4,14.6,27.6,10.6,49.6,38.5,947,20.5,23.5,62.1
28.1,18.8,13.2,39.2,31.6,207,21.9,365,20.2,6.21,101
