Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
28.6,11.2,26.4,10.1,37.5,34,3.11,1981,19.3,2.67,13.7
6.73,6.61,77.7,39.6,40.7,414,77,400,23.3,14.9,15
12.4,3.89,16.7,18.3,27.4,89,5.88,491,9.06,1,21.9
15.1,2.07,17.6,40,40.7,13.8,63.2,723,17.6,5.38,67.9
6.26,1.73,25.5,13.5,18.9,34,26.4,106,10.5,15,10.2
26.4,7.77,23.9,22.1,30.5,20.2,44.5,599,12.5,5.09,15.8
32.5,21.1,13.7,106,27.9,67.9,11.3,389,10,11.9,85.1
24.4,18.6,19.5,16.5,18.9,157,13.9,491,13.1,1.93,57.8
18.9,11.2,112,24.4,12.9,184,17.6,874,3.37,4.91,9.56
26.9,13,10.1,27.4,19.6,68.5,13.7,528,12.4,9.14,27.9
25.9,19.3,18.9,17.2,29.7,31.1,2.29,311,17.3,25,17.8
35.2,21.3,25.5,15,34,5.23,21.5,583,15.1,7.1,34.9
46.6,28.6,18.4,17.6,40,30,5.23,225,15.4,11.1,75.7
10.4,8.98,17,16,33.7,136,29.2,170,17.9,9.47,38.5
16.7,5.38,9.65,36.5,40.7,63.8,19.6,331,20.5,43.7,34.3
5.23,4.78,11.3,15.7,23.5,24.4,5.14,164,13.1,16,20.4
13,9.82,105,19.5,23.7,188,14.1,673,6.32,6.32,22.5
31.3,18.9,13.5,24.1,36.8,82.8,3.13,385,20,14.3,73
17.3,5.83,93.1,10.8,60.4,165,16.5,267,20.5,79.1,34
4.07,1,89,25.5,18.4,257,20.7,188,3.82,47.4,50
41.4,28.6,15.5,25.5,45.7,122,67.3,538,18.3,16.1,48.7
27.9,24.1,96.5,25.5,15.1,207,46.6,382,1,4.87,61
33.7,18.9,73,33.4,8.74,28.6,1,403,3.85,13.5,64.4
32.2,13,24.4,29.7,48.3,127,20.7,626,24.4,7.37,65.5
5.78,8.35,15.1,13.3,12.5,23.1,6.79,200,5.57,18.3,43.7
24.6,10.6,8.2,23.3,33.4,198,66.7,685,18.1,5.38,33.4
34.3,4.91,12.2,10.7,33.1,3.59,29.7,227,13.7,9.39,13.5
18.3,4.96,17.2,4.37,47,46.1,22.5,914,17,12.7,11.7
10.4,3.05,114,19.3,26.7,55.7,32.8,274,3.4,14.3,12.5
9.56,4.33,26.9,35.2,372,18.3,63.2,325,2.41,11.2,84.3
69.2,33.1,43.3,15.8,71,136,18.1,379,22.9,5.67,38.2
46.6,25.5,13.2,9.22,30,132,18.1,557,17.6,5.94,28.1
23.9,17.3,21.7,8.74,13.2,42.2,15,474,4.57,26.9,11.7
24.8,11.7,18.9,3.46,48.3,3.34,3.13,352,22.3,5.83,1
18.6,4.49,5.42,48.7,44.1,19.1,25,274,23.9,3.43,136
24.4,12.5,18.4,13.8,64.9,14.9,24.4,632,35.5,8.74,19.5
31.6,11.8,82,12.4,17.5,9.06,4.7,305,2.07,11,42.9
28.4,20.7,14.3,5.57,27.6,22.3,18.9,466,17,16.3,5.28
21.1,10.7,10.8,50.5,41.8,53.8,40,445,19.1,24.6,79.1
20.2,5.33,52.3,16.8,23.3,445,62.1,1094,5.09,4.14,81.3
56.2,33.7,9.31,26.9,46.1,2.81,1.65,931,35.2,2.81,32.2
12.3,6.04,74.3,20,15.5,85.1,18.9,379,5,14.2,40
13.9,11.4,131,20.2,15.4,14.5,1.51,483,5.23,14.2,19.6
13.7,5.05,20.9,28.1,42.9,235,14.5,644,26.7,6.26,50.9
27.4,14.6,56.2,27.1,57.3,36.5,42.2,400,18.8,8.58,41.4
11.2,7.64,17.5,31.9,39.2,14.2,3.96,231,16.3,4.07,58.8
41.8,27.1,11.7,21.1,20,63.2,19.5,461,8.51,10.9,64.9
47,10.7,5.73,32.8,15.3,18.1,22.7,1963,6.98,11.4,62.1
15.3,8.28,9.56,28.1,58.3,19.6,3.19,110,23.7,20,32.2
39.6,18.8,20,64.4,37.9,231,18.9,843,17.6,2.25,63.8
26.4,14.2,16.7,26.7,42.9,26.4,10.6,737,30.5,3.65,22.1
15.3,7.23,130,38.9,38.2,66.7,14.1,340,3.52,10.1,63.2
30,13.5,18.6,54.7,47,44.1,109,267,27.1,10,132
27.6,21.5,123,24.4,45.7,17.2,6.44,407,16.7,22.7,26.9
28.6,16.4,19.3,17.6,74.3,119,12.7,313,54.7,59.4,39.2
80.6,18.6,15.7,17.6,21.3,62.1,12.9,5523,10.2,1.43,42.9
17.9,8.2,4.61,100,14.5,65.5,27.4,449,10,10.5,101
30.2,4.26,36.5,23.1,74.3,92.2,14.6,991,30.8,5.42,73
6.55,8.13,57.8,23.5,13.9,127,17.8,302,6.21,13.6,25.5
16,5.52,2.67,16.8,34.3,12.7,16.3,264,16.8,12.5,33.7
20.7,23.9,20.5,71,31.1,79.9,16.8,441,14.2,9.06,205
33.7,17.9,31.1,28.1,55.2,94.7,36.8,400,25.9,22.7,24.1
22.1,13.8,36.2,21.3,60.4,9.39,5.42,478,19.6,19.1,34
20.7,8.82,12.7,23.5,24.4,45.3,52.8,1512,10.6,10.7,57.3
27.6,23.7,22.5,22.3,53.8,22.5,9.39,375,24.6,17.6,55.2
22.9,6.61,10.3,21.1,38.2,22.1,3.13,445,26.9,12.2,77
20.4,9.06,14.5,41.4,56.7,14.9,6.15,500,30.2,9.73,59.4
26.9,19.5,18.6,27.9,36.5,22.5,17.5,426,28.6,13,9.39
33.1,16,19.5,33.4,29.4,403,35.5,710,16.4,1,16.5
13.6,7.99,7.37,40.7,23.9,14.5,5.83,757,11.3,13.5,61
26.9,14.7,64.4,34.9,16.8,85.8,17.5,604,2.92,8.82,63.8
15.7,7.84,16.5,12.1,100,90.6,23.3,362,64.9,80.6,45.7
17.8,10.6,40.3,10,28.6,15,27.6,437,11.8,4.45,39.2
15.8,8.06,75.7,85.8,21.1,114,13.3,578,6.85,9.73,120
31.3,15.5,56.2,1.01,15.8,60.4,31.1,730,3.31,8.82,5.78
26.4,10.8,16.5,10.4,48.3,10.4,26.4,604,20.9,10.2,35.2
19.3,13.1,44.5,46.6,60.4,37.9,7.5,528,21.9,1.63,19.6
17.9,4.61,25.5,18.8,49.1,89.8,44.9,673,25.7,42.9,34
27.6,19.3,61.5,28.9,20.5,19.5,73.7,453,3.34,9.14,47.4
20.2,13.3,14.5,28.4,33.4,22.5,13.5,313,23.7,17.2,44.1
28.6,18.6,18.8,29.4,64.4,15.3,9.82,396,49.6,16.1,119
7.57,3.96,15.7,23.9,28.1,97.3,24.6,153,15.1,8.82,53.8
29.2,10.9,25.7,72.3,41.4,11.4,40.7,1928,25.5,3.89,164
39.6,24.1,16.4,22.3,34,38.5,21.5,588,20.4,1.36,42.2
16,5,13.2,66.7,33.4,11.4,14.2,346,18.3,4.91,71
61,39.6,26.7,32.8,73,12.5,17.5,882,32.2,12.7,59.9
41,18.6,71.7,28.9,27.1,30.2,13,557,4.87,15.3,41.4
33.1,15.4,13.8,19.3,56.2,20,5.05,757,27.9,13.5,25.9
198,94.7,17.5,44.1,16.3,16.5,3.16,1055,6.67,16.3,78.4
14.6,9.31,9.47,57.3,29.7,164,52.8,638,10,9.39,47
24.1,22.7,14.1,28.9,37.9,88.2,9.82,328,21.9,10.2,17.3
16.3,9.56,53.3,19.8,12,34.3,22.1,638,2.33,13.2,53.3
70.4,34,127,15,17.2,12.6,29.4,1762,3.68,10.3,20.5
20.7,10.2,26.9,27.4,23.3,131,31.1,375,8.66,55.7,55.2
10.4,4.87,57.8,23.1,29.4,311,25.5,244,10.1,3.31,84.3
23.1,9.73,13.9,198,26.9,120,13.7,519,10.1,5.38,135
18.8,6.98,10.2,17.5,14.7,126,23.7,56.7,8.28,6.15,25.3
10.5,6.55,45.7,23.3,25.9,40,1.75,610,11.9,16.4,42.6
11.4,5.19,74.3,40.7,21.1,157,40.3,1,2.76,13,71
9.91,6.26,124,26.4,17.3,15.8,61.5,311,2.97,9.22,62.6
22.9,14.2,16.4,25.5,44.9,77.7,23.1,311,27.6,7.64,51.4
26.9,14.9,91.4,24.6,23.5,12.7,20.7,655,7.04,22.5,63.8
20.7,8.98,17,34.9,30.5,85.1,47.4,538,24.1,19.3,73.7
14.1,9.06,106,19.3,20.2,37.5,123,717,2.57,13.5,46.6
36.2,21.5,49.6,14.9,15.4,14.6,25,445,6.67,5.88,45.7
54.7,42.2,42.6,36.5,13.8,461,36.8,227,5.88,1,86.6
20.9,8.66,5.33,23.1,36.2,157,9.91,237,23.5,6.26,30.5
34,18.8,15.1,9.14,39.6,12.4,3.62,784,20,17.2,35.2
34,26.4,11.8,88.2,41,205,17.9,305,14.9,5.88,211
19.5,11.4,9.22,21.5,39.6,29.7,26.2,422,11.7,10.5,43.7
33.7,5.23,42.6,13.8,75,14.1,1.27,1046,32.2,19.3,19.5
36.2,21.7,1,64.4,34,100,121,922,1.24,35.5,118
13.8,1.96,122,24.8,22.5,188,50.5,523,4.26,91.4,64.4
41.4,11.8,72.3,26.7,83.5,59.9,11.7,3523,39.6,49.6,43.7
18.1,5.47,70.4,39.6,14.3,21.7,4.45,67.9,3.28,18.6,81.3
17.8,4.96,20.9,28.1,57.3,38.9,43.7,562,26.9,18.9,58.8
34,19.6,12.2,18.6,30,19.5,12.7,305,17.6,11.1,21.7
89,58.3,20.9,27.1,63.8,178,28.1,1526,34.3,2.62,62.1
31.9,2.17,20.5,25.5,30.5,18.1,1.31,3.02,12.7,10.6,24.6
93.1,53.3,2.37,21.3,29.7,196,40.3,1197,20.2,1.89,6.1
47.4,25.5,231,86.6,35.2,337,160,1486,3.28,34,154
10.8,3.96,20.4,34.9,27.4,331,70.4,426,7.57,24.4,73.7
13.5,12.3,12.1,37.5,50.5,8.66,6.67,300,21.7,6.55,70.4
53.3,34,10.4,26.4,13.8,14.2,13.9,491,6.44,17.8,77
20.5,7.1,20.5,22.5,33.7,8.98,12.6,947,18.3,5.73,11.8
28.4,14.1,4.18,22.7,10.7,163,12.2,610,7.3,4.07,18.1
14.6,9.22,18.8,25.7,39.2,264,61,523,23.1,6.55,32.5
16.5,7.37,6.21,46.1,13.6,47.8,25,441,10.1,9.06,49.6
24.1,12.3,12.4,23.9,29.2,14.5,32.2,441,17.9,4.53,41.8
24.6,3.68,68.5,32.5,18.8,55.7,18.8,311,2.25,10.1,20.5
12.4,6.15,85.1,17.5,22.9,23.9,2.25,264,3.02,13.6,58.8
3.16,3.72,51.4,26.4,11.2,110,24.6,667,3.08,44.9,41.4
70.4,39.6,42.2,16.5,30.5,72.3,25.9,1230,12.6,4.33,34.9
19.6,21.1,20.5,19.1,38.9,14.3,16.7,325,21.7,10.2,20
10.3,7.77,17,27.9,22.7,10.2,7.91,626,15.8,6.49,179
15,6.92,27.4,30.2,28.6,96.5,25.3,483,10.1,8.74,51.9
27.6,17.2,17.9,69.8,34.9,17.9,12.9,491,15.7,13.9,92.2
49.1,28.1,16.8,15.7,46.6,87.4,11,552,25.9,10.1,48.3
27.9,16.3,27.9,27.9,39.2,437,107,621,22.3,17.2,85.1
183,44.1,111,19.8,27.9,14.7,24.8,1208,7.64,6.38,36.5
28.9,18.1,125,27.6,27.6,25.7,26.7,233,4.29,11.3,73.7
18.1,11.4,21.5,27.4,10.4,131,51.4,673,5.47,13.7,19.3
21.5,13.3,9.82,21.7,44.5,71,21.3,947,27.9,11.7,28.9
39.2,20.4,27.4,120,17.2,37.5,20.2,466,7.37,27.4,50.9
730,379,16.5,28.6,33.7,23.3,3.43,3854,14.9,14.1,73
33.4,7.17,67.9,27.1,8.74,21.3,8.9,1027,5.14,11.9,62.1
71,43.7,15.7,24.8,49.1,221,28.6,1747,22.7,111,34.9
17.9,6.49,8.51,63.8,37.9,88.2,25.7,730,18.3,9.91,66.1
17.3,6.79,30.5,17.3,41.4,17.9,18.3,717,26.7,6.92,26.9
17.9,5.78,11.2,21.1,23.7,32.2,40.3,213,10.5,8.43,78.4
11,5.33,11.9,31.1,34.6,17.5,5.99,328,21.7,16.3,37.5
49.1,12.7,24.8,10.8,47,8.06,18.6,1252,28.9,6.1,55.2
17.2,10.2,13.1,24.8,32.5,114,15.4,414,17.2,9.31,55.7
12.7,4.7,127,18.4,25,23.7,6.49,136,3.92,14.6,49.1
45.3,5.57,15.5,21.1,35.9,13.6,33.7,1197,17.8,11,61.5
27.1,21.7,105,11.7,36.8,54.7,5.52,1104,12.6,21.1,3.37
18.6,18.8,73,93.9,15.7,147,19.3,355,7.57,8.74,181
12.5,4.83,8.13,25.7,47.4,82,14.5,319,28.6,16.1,16
16.5,7.43,20.5,41.8,48.3,18.1,15.8,562,30.5,13.3,27.1
15.1,9.31,178,72.3,32.8,17.5,22.5,533,9.39,9.47,131
29.7,21.9,17.3,31.1,44.5,17.2,2.64,547,26.7,15.1,65.5
22.7,22.5,10.5,18.8,23.1,141,12.3,437,18.4,1.14,6.61
37.5,18.8,21.7,18.6,21.7,13.2,15.7,505,6.1,17.6,27.6
19.3,8.66,15,38.9,30.2,7.37,5.73,939,12.7,5.62,71
27.6,18.6,19.6,36.8,35.5,31.1,47.4,346,17.5,13.9,98.2
19.6,9.56,15.7,23.5,53.8,10.6,41.8,644,24.1,7.77,50.5
14.6,4.26,70.4,47.8,18.8,193,39.6,828,10.1,2.84,112
36.5,23.5,24.6,54.2,48.3,21.1,8.2,426,24.1,13.1,83.5
12.9,8.66,23.3,24.6,38.2,17.8,6.79,1037,28.4,3.34,33.4
255,103,21.9,47.8,44.5,11.1,42.9,1981,28.9,6.61,106
17.5,9.31,4.14,40,15.7,17.6,7.57,813,6.85,13.8,25.3
13.8,3.68,50.9,19.5,16.7,107,18.1,723,10.7,12.5,10.8
207,160,26.7,4.26,23.5,73,26.9,1275,9.39,12.1,3.16
23.7,13.9,11.8,34,48.3,22.3,73.7,496,21.9,8.74,79.9
23.5,17.3,8.28,44.9,44.9,28.4,16,615,23.7,9.65,93.1
19.3,3.62,30,18.3,43.3,16.1,10.3,1208,24.8,15.3,37.5
33.1,22.9,14.3,16.1,40.3,8.35,11.2,154,21.5,10.6,35.9
8.13,6.26,155,30,27.6,38.2,9.82,466,5.88,8.66,107
13.1,2.46,19.3,32.5,24.6,297,29.4,41,15.3,5.78,102
63.8,45.7,9.82,26.7,28.4,29.4,9.39,1144,16,15.1,32.8
14.7,4.41,49.1,27.1,32.5,94.7,22.7,257,12.9,8.13,100
68.5,16.4,39.6,58.3,71,132,13.6,3854,26.7,4.41,90.6
29.4,19.5,27.9,25.7,47,241,33.7,552,24.1,1,100
49.1,14.1,11.4,29.7,40.3,151,32.8,547,20.9,9.31,75.7
12.7,3.08,7.04,20.7,30.8,82.8,31.3,375,18.9,13.8,53.8
27.9,18.3,26.4,44.5,67.3,11.7,51.4,325,45.7,5.14,90.6
36.8,8.06,16.8,47.4,24.4,135,23.7,1778,9.91,18.8,69.8
40.7,27.1,11.3,61,53.8,74.3,35.2,259,40.3,28.9,193
38.5,23.5,35.5,22.3,58.3,104,26.9,509,30.5,7.23,85.8
50.9,34.3,22.1,14.9,34.6,41,20,337,19.3,10.7,67.9
20.2,3.72,141,9.82,30.8,5,12.5,1731,2.59,2.21,19.1
33.1,20.9,24.4,15.3,47,50.9,32.2,349,25.3,31.9,16.1
55.7,22.7,124,28.9,28.9,14.5,49.6,906,7.43,1.84,95.6
17.9,2.62,264,21.3,47,89.8,21.7,947,9.73,4.91,49.1
27.1,12.5,37.5,26.2,25.9,155,23.1,567,15.7,10.7,18.9
13.7,2.48,71.7,36.5,16.4,9.06,6.21,491,4.74,20.9,74.3
35.5,15.1,16.4,24.6,53.3,35.9,10,698,37.2,10.6,25.7
28.9,15.7,16.8,31.1,39.6,7.64,35.9,610,24.4,7.91,61
19.8,8.2,2.31,16.4,43.7,135,22.5,757,17.5,12.2,27.1
21.5,5.88,3.05,48.7,86.6,29.7,64.9,685,1,10.8,151
8.28,4.14,36.5,77,19.3,207,45.3,133,12.7,11.1,179
12.7,2.21,8.82,136,31.3,26.4,4.78,509,23.7,24.6,154
16,12.9,66.7,36.2,18.4,157,61,237,5.28,27.9,73.7
70.4,13,16.3,42.9,50.5,74.3,45.3,1811,24.1,9.65,95.6
19.5,17.5,67.9,51.4,12.6,18.3,16.7,319,1.84,17.6,55.2
26.4,15.7,55.7,10.5,17,19.5,9.91,400,3.92,10.5,36.5
12.9,11.9,59.4,15.7,9.91,18.9,32.5,655,5.73,4.57,30.5
17.6,14.7,20.4,37.2,22.5,20.9,4.66,375,15.4,16.7,158
16.5,7.3,6.73,31.9,15.8,246,69.2,457,12.2,39.2,49.6
56.2,25.7,6.92,35.9,22.3,51.9,14.2,1165,17.3,15.4,89.8
70.4,40.7,2.41,18.1,20.4,17.9,23.1,1596,9.31,10.2,35.9
18.8,6.92,85.1,28.9,19.6,16.8,12.6,890,7.99,15,67.9
52.8,42.2,29.7,31.6,50.9,41.4,73.7,379,20.2,15.3,89
69.2,5.14,11.9,21.7,56.2,64.4,9.39,1322,32.8,4.18,57.8
32.8,12.2,86.6,38.2,24.4,19.8,3.08,890,4.37,17.2,85.1
56.7,37.5,11.7,21.5,35.2,173,10.1,698,21.3,3.28,24.8
51.4,11.1,41.8,19.6,11.1,36.2,46.1,1334,8.82,14.7,63.8
21.5,17.6,19.3,33.1,55.7,25.9,3.89,418,26.2,19.3,78.4
44.9,31.1,24.6,32.8,47,17.8,16.3,267,27.9,2.23,73.7
35.2,23.3,69.2,40.3,12.1,137,20.7,649,9.14,11.2,117
6.55,1.64,47.4,78.4,22.7,11.4,6.21,673,2.92,11.3,117
18.1,6.92,8.35,20.5,91.4,52.3,18.9,538,61,5.94,34.3
175,61,117,34.6,20.5,14.3,1,1499,4.22,11.1,179
34.6,17,46.6,39.2,55.7,155,7.37,557,27.4,2.74,106
31.1,14.7,69.8,17.8,54.2,205,64.4,340,26.2,5.67,39.2
27.9,24.4,85.1,25.7,23.3,12.4,19.1,274,3.79,16,71.7
15,11.7,13.1,21.1,23.7,35.9,16.5,1322,13,15.8,13.9
10.3,8.58,110,80.6,21.7,67.3,18.4,466,2.92,6.49,91.4
26.9,20.5,19.8,13.6,44.1,15.3,21.9,365,23.3,12.2,50.5
30.2,15,74.3,15.7,14.5,81.3,27.9,500,5.23,12,34
34.6,22.1,14.6,19.5,53.8,14.5,4.87,414,30.5,25.7,48.7
22.5,7.77,21.7,34.6,53.3,15.3,12.9,375,34.3,10,84.3
22.1,18.1,21.1,18.1,40.3,41.8,20.4,466,23.9,18.8,44.5
23.5,16.1,21.3,21.3,41.8,33.1,81.3,588,21.3,10.3,31.3
42.2,22.5,14.3,59.4,34.6,34.9,3.46,422,23.3,24.4,79.1
25,10.5,99.1,21.7,35.5,40.3,2.74,610,8.06,11.7,42.6
29.2,17.8,86.6,38.9,16.5,15.7,6.38,621,1.65,13.3,51.4
24.6,14.9,18.8,51.4,40.7,13.3,8.2,523,26.2,9.06,63.8
21.9,9.39,15.1,18.4,47.8,64.9,23.3,757,31.6,18.8,14.2
21.9,13.8,172,20.4,33.4,117,83.5,578,13.1,37.2,42.9
16,5.67,86.6,17.2,19.1,164,30.8,1219,4.96,9.82,26.4
16.8,6.55,9.91,4.87,30.2,66.1,21.1,914,18.4,49.1,6.21
30.8,19.5,13.3,20.7,44.9,16.3,4.53,449,33.4,13.7,31.6
31.3,24.1,9.82,25.7,24.6,28.4,49.1,346,8.98,12.5,78.4
33.1,8.13,107,9.31,34,19.3,13.5,466,6.26,18.6,30
23.9,25,97.3,18.8,11.5,23.9,16.4,227,2.27,16.8,50.5
20.2,5.28,19.6,20,32.5,99.1,18.3,813,13.2,8.51,23.9
6.55,4.33,119,23.3,41.4,33.1,49.6,106,3.37,16,73.7
33.4,16,45.3,14.7,56.7,42.9,18.3,362,37.9,15.8,11
14.3,4.03,77.7,25.3,22.5,145,19.8,914,4.57,12.3,65.5
15.7,7.43,58.8,8.2,17.6,17.5,63.2,429,7.3,9.31,21.7
65.5,49.6,60.4,18.4,16.4,143,23.7,1433,2.33,7.04,63.8
15.1,11.8,19.5,60.4,50.9,173,14.7,410,26.4,2.11,104
26.2,17.2,23.1,18.4,44.5,22.1,44.5,284,28.1,8.06,25.7
11.1,8.28,97.3,21.7,13.3,37.5,22.3,533,2.74,35.2,17.3
20.4,14.7,5.09,36.8,15.1,22.9,9.39,685,12.5,24.1,8.43
44.1,31.3,11.7,16.5,35.5,83.5,11.8,1794,18.1,11.2,57.8
62.6,33.7,10.7,104,23.7,70.4,26.2,956,11.4,38.9,91.4
16.7,9.91,7.3,36.5,39.2,93.9,8.43,644,20,8.13,79.9
17.5,9.22,27.6,32.5,70.4,35.9,3.65,400,47,7.64,81.3
82,54.7,13.1,30.5,42.9,9.47,7.91,1459,23.5,1.95,107
21.5,1.63,22.5,36.2,52.3,17.9,17.5,956,31.3,16.7,99.1
7.99,12.1,82.8,45.3,21.7,23.1,10.6,692,8.35,4.91,93.9
23.3,8.58,80.6,18.4,12,14.9,10.5,410,6.44,13.7,38.9
24.6,16.8,7.04,20.9,44.5,17,45.7,528,26.2,9.56,78.4
27.9,18.6,10.6,26.4,37.2,11,15.1,828,21.5,15.1,33.1
34.3,20.9,64.4,22.5,12.1,31.9,2.05,519,6.61,12.5,60.4
70.4,34.9,13.2,23.1,33.1,331,49.6,1310,16.1,6.15,70.4
27.9,9.82,5.47,29.4,24.4,121,79.9,1275,10.6,61,51.9
14.3,10.6,109,27.4,19.1,16.5,26.2,204,5.47,5.52,93.9
16.5,3.92,7.43,30.2,115,422,25.7,717,1,1.88,93.9
75.7,17.2,19.3,9.31,36.8,12.6,7.84,2571,15.3,14.9,33.1
30.8,19.3,26.2,19.6,28.6,184,24.8,588,20.4,1,37.9
19.1,4.26,26.4,27.9,38.9,87.4,15.4,866,20.4,5.62,45.3
26.2,16.3,10.5,80.6,13.2,8.98,7.5,414,11,18.4,105
15.4,3.22,42.2,31.9,33.1,93.1,16,95.6,11.8,11.7,75
10.8,6.92,16.7,21.5,48.7,75,20.5,496,27.9,7.43,98.2
25,13,13.6,24.8,44.9,163,26.9,638,27.1,5.88,78.4
23.3,11.7,14.2,31.1,57.3,19.1,11.5,599,36.5,17.3,147
22.7,9.22,10.6,13,35.5,17.9,1.68,445,16,7.04,14.5
7.04,6.26,90.6,33.7,24.6,90.6,29.4,181,8.74,4.14,121
26.7,12.9,24.8,32.8,11.7,36.8,35.2,717,2.17,8.2,89.8
13.6,6.73,10,13.1,33.1,101,12.4,422,19.6,9.22,31.3
8.98,4.7,15.1,17.8,50.5,112,12.5,198,26.2,9.31,27.9
15.7,12.7,21.1,16.4,37.9,71.7,119,429,17.6,29.7,59.9
29.7,13.6,12.4,20.7,36.2,186,45.7,461,15.7,24.1,44.5
23.3,11.1,10.6,22.9,58.3,69.2,12.2,649,21.3,48.7,85.1
37.2,6.61,2.25,84.3,3.96,207,38.2,1322,3.28,13.8,191
38.9,29.7,9.56,22.9,20.5,83.5,27.4,396,11.2,2.59,106
9.56,5.38,11.2,19.6,38.5,311,92.2,588,16,6.73,40.3
14.6,3.89,95.6,49.6,45.7,12.5,33.4,9.73,17.2,4.26,55.7
20.9,8.43,16.7,29.2,127,14.5,6.38,533,78.4,4.33,45.3
61.5,34.9,58.3,79.9,14.1,77,8.98,1197,6.79,42.6,108
32.8,25,34.9,51.4,12.1,54.2,20,259,6.73,10.8,108
20.5,12.3,16.1,19.1,31.3,149,29.7,552,13.8,8.2,59.9
46.6,6.44,15.8,22.3,39.6,418,87.4,259,19.5,13.5,69.8
25.7,10.2,9.47,27.6,50.9,9.56,21.9,514,20.2,2.35,85.1
25.3,6.67,233,48.3,45.3,10.6,11.3,429,3.75,13.9,120
11.7,6.38,12,44.5,37.5,142,13,259,14.5,5.62,151
20.7,7.43,136,99.1,27.4,135,28.1,638,5.83,7.1,120
34,21.9,10.2,115,22.3,58.8,10.5,478,8.35,10.3,131
40,5.78,37.9,57.3,12.4,15.1,1.13,626,6.79,10.3,133
20.7,8.2,13.2,35.5,47,18.6,9.56,679,24.4,15,106
11.1,7.37,13.8,17.9,58.3,63.2,23.5,523,35.9,35.2,22.9
35.2,17.3,72.3,16.8,9.22,198,33.1,294,1.51,17.3,35.9
20,24.8,17.8,44.9,44.5,13.9,37.9,547,18.3,11.1,47
25.5,18.9,22.3,26.9,62.6,68.5,17.5,418,40,11,38.9
57.3,38.2,19.3,28.4,46.6,53.3,85.1,882,28.9,12.7,54.7
18.8,19.1,13.6,20.4,34,27.4,9.06,583,14.5,19.5,46.6
22.5,7.91,14.5,32.8,36.8,13.3,11,1094,17.6,15.1,78.4
28.9,12.4,69.8,24.8,20.5,18.1,25.3,389,7.43,10.6,49.1
28.4,15.4,10.2,18.3,28.6,143,42.9,483,18.4,5.67,59.4
28.4,23.7,24.6,38.2,39.6,14.5,25.3,487,21.3,7.91,109
18.6,5.94,66.7,76.4,18.6,147,8.35,737,3.4,3.37,78.4
20.9,11,19.1,12.3,29.2,132,17.9,973,13.9,12.1,39.2
21.1,14.1,15.8,34.9,28.9,27.4,87.4,638,22.9,13.9,89
67.3,44.1,25,17.8,46.6,123,34,400,17.2,8.51,74.3
23.9,10.6,12.2,22.9,32.2,15.7,9.91,400,17.6,3.11,47.4
9.65,7.43,6.1,24.8,112,1114,126,615,1.13,11.1,60.4
35.5,28.9,74.3,20.9,18.4,76.4,20.2,246,8.2,13.6,80.6
7.5,10.5,10.9,18.1,24.4,108,26.2,433,10.4,9.56,21.5
26.9,9.47,62.1,61,15.3,150,25.7,552,4.03,10.5,189
39.6,16.4,112,16.8,23.9,3.52,5.67,1009,2.19,6.61,31.6
51.9,36.5,2.11,36.8,18.8,17.6,3.59,316,9.47,11.3,115
27.1,18.8,35.5,59.4,52.3,17.3,31.3,322,25.3,7.91,114
